World Rank,University,Total Score,11 Years Articles,Current Articles,11 Years Citations,Current Citations,Ave. Citations,H-Index,HiCi Papers,Hi-Impact Journal Articles
291,University of Dortmund,46.7,51.1,45.7,49.8,45.1,49.0,43.4,46.2,44.0
291,Technical University at Brunswick,46.7,43.7,44.5,44.7,49.6,47.7,53.4,45.3,47.1
291,Jilin University,46.7,46.1,49.0,43.3,50.1,42.3,53.5,45.3,45.8
291,Oregon State University,46.7,44.3,45.6,46.5,44.1,51.2,47.5,45.3,49.3
291,Clemson University,46.7,45.3,48.7,46.6,43.0,49.9,42.5,48.2,47.1
296,Lomonosov Moscow State University,46.6,45.6,43.5,46.3,51.5,48.8,49.3,45.3,45.3
296,Chung Yuan Christian University,46.6,46.4,46.3,45.6,46.8,46.7,48.3,45.3,48.0
296,University of Innsbruck,46.6,43.7,42.3,46.7,45.7,53.3,52.7,45.3,45.8
296,University of Antwerp,46.6,45.7,45.9,46.4,46.3,48.9,48.1,47.2,45.3
300,University of Calabria,46.5,47.3,45.7,46.3,46.7,47.0,52.9,45.3,43.1
300,University of Florence,46.5,46.8,47.0,45.6,46.3,46.3,48.1,45.3,47.1
300,Wayne State University,46.5,46.4,46.3,47.1,44.8,49.3,47.7,46.2,44.9
300,University of New Mexico,46.5,46.7,44.1,47.3,45.7,49.5,48.0,46.2,45.8
300,Oregon Health & Science University,46.5,41.7,41.2,46.9,44.6,60.6,47.7,45.3,47.1
300,University of Delaware,46.5,47.1,45.7,49.6,42.7,53.1,42.4,46.2,44.9
