World Rank,University,Total Score,11 Years Articles,Current Articles,11 Years Citations,Current Citations,Ave. Citations,H-Index,HiCi Papers,Hi-Impact Journal Articles
38,Imperial College London,37.8,51.3,36.4,20.3,48.5,8.1,77.8,13.1,25.6
39,University of London- University College London,37.7,38.7,32.9,20.4,43.1,10.8,77.8,24.2,26.2
40,Columbia University,37.4,46.9,29.3,27.5,35.8,12.0,66.7,21.2,38.4
41,Princeton University,37.4,39.6,32.9,24.3,48.9,12.5,66.7,30.3,24.4
42,Ghent University,37.2,36.6,37.8,12.3,47.3,6.9,77.8,12.1,38.4
43,National Taiwan University,37.1,53.0,51.8,18.2,44.0,7.0,55.6,12.1,45.1
44,University of Melbourne,36.7,30.5,32.1,13.1,55.5,8.8,88.9,7.1,25.6
45,National Taiwan University of Science and Technology,36.7,28.3,37.3,8.1,44.9,5.8,66.7,3.0,69.5
46,The University of Hong Kong,36.2,41.9,31.0,15.6,47.3,7.6,77.8,16.2,25.6
47,The Ohio State University- Columbus,36.1,37.2,26.9,23.1,36.7,12.7,77.8,23.2,22.6
48,University of Cambridge,35.9,44.8,29.6,25.5,48.3,11.6,66.7,18.2,25.6
49,Harbin Institute of Technology,35.3,34.1,39.7,7.3,38.1,4.3,66.7,13.1,50.6
50,The University of Texas- Austin,35.1,55.2,39.2,30.6,32.8,11.3,55.6,27.3,20.1
51,University of Amsterdam,35.0,36.6,24.9,19.2,48.0,10.7,88.9,8.1,14.0
52,Korea Advanced Institute of Science and Technology,34.8,62.4,48.5,21.1,24.8,6.9,55.6,10.1,39.0
53,University of California- Davis,34.5,34.0,31.8,26.0,38.6,15.6,66.7,25.3,18.3
54,The Hong Kong University of Science and Technology,33.9,47.1,40.3,17.9,34.7,7.7,66.7,4.0,34.8
55,Cornell University,33.8,38.2,21.9,26.8,29.3,14.3,66.7,22.2,27.4
56,University of California- Irvine,33.8,38.7,29.6,23.3,33.5,12.3,66.7,22.2,22.6
57,The Chinese University of Hong Kong,33.6,54.0,39.2,22.8,30.0,8.6,55.6,11.1,36.0
58,California Institute of Technology,33.2,30.8,18.4,30.0,27.8,19.9,66.7,31.3,16.5
59,Seoul National University,32.4,58.9,50.1,14.3,24.1,4.9,55.6,8.1,32.3
60,"Northeastern University, China",31.8,17.2,23.6,3.8,33.5,4.5,77.8,6.1,47.0
61,Polytechnic University of Catalonia,31.7,56.6,46.6,18.2,37.4,6.6,55.6,3.0,23.8
62,University of North Carolina- Chapel Hill,31.7,27.3,19.7,19.7,28.3,14.7,66.7,22.2,26.8
63,University of Alberta,31.6,41.8,34.5,15.0,35.4,7.3,66.7,7.1,25.0
64,University of Pennsylvania,31.6,37.6,21.6,23.0,28.5,12.5,66.7,13.1,26.2
65,Texas A&M University- College Station,31.1,43.0,40.0,19.2,27.8,9.1,55.6,13.1,27.4
66,Delft University of Technology,30.9,40.8,38.9,19.5,31.8,9.7,55.6,16.2,22.0
67,University of Montreal,30.6,38.5,32.6,14.6,37.2,7.7,55.6,10.1,32.9
68,Dalian University of Technology,30.1,24.8,37.0,5.1,33.9,4.2,66.7,5.1,36.6
69,Brunel University,30.0,20.3,16.4,10.3,37.7,10.3,77.8,16.2,16.5
70,University of Florida,29.9,39.2,29.0,16.7,28.5,8.7,55.6,10.1,33.5
71,University of Bologna,29.9,42.3,28.0,17.1,31.1,8.2,55.6,13.1,27.4
72,Technical University of Munich,29.8,40.6,28.5,13.7,34.4,6.9,66.7,10.1,17.1
73,Pennsylvania State University- University Park,29.7,42.1,29.0,29.8,21.6,14.4,55.6,13.1,19.5
74,University of Edinburgh,29.6,38.5,23.0,15.8,35.4,8.4,66.7,12.1,15.2
75,National Central University,29.3,28.7,28.5,9.9,35.8,7.0,55.6,6.1,42.1
76,Eindhoven University of Technology,29.0,47.8,34.3,18.2,36.0,7.8,55.6,6.1,17.1
77,Huazhong University of Science & Technology,28.8,35.3,43.6,6.1,26.7,3.5,66.7,1.0,25.0
78,Polytechnic University of Valencia,28.5,40.0,36.7,8.6,29.8,4.4,66.7,5.1,16.5
79,University of Southampton,28.4,34.4,20.6,18.0,30.5,10.7,66.7,11.1,13.4
80,Arizona State University,28.4,34.7,31.2,20.6,30.4,12.1,55.6,9.1,20.1
81,Uppsala University,27.9,20.3,12.3,35.4,18.0,35.6,66.7,7.1,9.2
82,National Tsing Hua University,27.7,34.1,37.5,9.2,26.7,5.5,44.4,2.0,48.2
83,Aalto University,27.4,32.4,23.8,15.3,22.9,9.6,66.7,7.1,17.7
84,McGill University,27.3,33.6,22.7,13.5,29.1,8.2,66.7,9.1,12.8
85,New York University,27.3,29.5,26.3,21.7,25.3,15.0,55.6,15.2,14.0
86,University of Science and Technology of China,27.2,25.4,30.4,5.6,30.4,4.5,66.7,2.0,26.2
87,Korea University,27.1,48.9,39.7,8.0,20.9,3.3,55.6,2.0,23.8
88,University of Electronic Science and Technology of China,27.0,21.4,35.6,3.2,36.5,3.0,66.7,2.0,22.6
89,Vanderbilt University,26.9,17.0,17.0,9.4,24.1,11.3,66.7,16.2,22.0
90,University of Barcelona,26.9,9.0,9.9,9.7,59.0,21.9,66.7,8.1,9.2
91,Xian Jiaotong University,26.7,33.7,31.2,8.0,22.9,4.9,55.6,8.1,28.7
92,University of Wisconsin- Madison,26.7,34.8,23.3,18.8,26.4,11.1,55.6,11.1,16.5
93,University of Pittsburgh- Pittsburgh,26.7,32.4,22.5,15.4,25.5,9.7,55.6,12.1,21.3
94,Utrecht University,26.6,32.1,18.6,17.6,25.8,11.2,55.6,21.2,11.6
95,Yonsei University,26.5,42.6,34.0,8.5,18.9,4.1,44.4,1.0,44.5
96,Feng Chia University,26.4,16.2,15.9,4.7,24.4,5.9,66.7,9.1,33.5
97,Peking University,26.4,34.0,37.0,9.7,23.9,5.8,55.6,7.1,21.3
97,University of Iowa,26.4,23.8,18.4,13.5,26.5,11.6,66.7,10.1,14.6
99,Johns Hopkins University,26.4,28.1,17.5,23.9,17.3,17.3,44.4,23.2,23.8
100,The University of Chicago,25.9,15.6,11.0,16.7,20.4,21.7,66.7,16.2,10.4
101,Simon Fraser University,25.8,27.6,28.0,9.9,27.1,7.3,55.6,11.1,20.1
102,Vienna University of Technology,25.8,42.7,28.0,14.3,30.7,6.8,55.6,5.1,11.0
103,Xidian University,25.7,27.4,38.1,5.3,28.6,3.9,55.6,10.1,18.3
104,University of Arizona,25.4,33.8,21.9,16.1,22.3,9.7,55.6,9.1,17.1
105,Friedrich Alexander University of Erlangen Nuremberg,25.4,21.0,15.1,8.5,27.4,8.3,77.8,1.0,11.0
106,Indiana University- Bloomington,25.4,24.7,20.3,12.1,23.6,10.0,66.7,7.1,12.8
107,Walter and Eliza Hall Institute of Medical Research,25.4,1.2,0.8,6.0,10.1,100.0,55.6,10.1,6.1
108,Rensselaer Polytechnic Institute,25.3,23.6,14.5,12.5,22.5,10.8,66.7,7.1,16.5
109,Istanbul Technical University,25.2,12.0,14.8,4.3,28.1,7.3,66.7,6.1,28.7
110,Yale University,25.1,25.8,17.5,16.8,21.5,13.3,55.6,14.1,15.9
111,University of Sheffield,25.0,30.9,22.5,13.8,22.9,9.1,55.6,4.0,22.6
112,Rutgers University- New Brunswick,24.9,40.4,24.1,25.1,17.5,12.6,44.4,11.1,15.9
113,University of Tehran,24.7,16.1,27.7,2.5,28.6,3.2,55.6,1.0,37.8
114,The Hebrew University of Jerusalem,24.7,25.7,13.2,17.6,18.3,13.9,55.6,14.1,17.1
115,University of Queensland,24.5,29.2,17.5,11.7,21.5,8.2,55.6,10.1,20.7
116,Technical University of Denmark,24.3,20.9,18.6,11.2,23.7,11.0,55.6,18.2,12.8
117,Michigan State University,24.3,22.6,20.0,25.3,15.0,22.8,44.4,21.2,11.0
118,Polytechnic University of Madrid,24.0,32.1,26.9,7.3,26.5,4.6,55.6,2.0,18.9
119,North Carolina State University,23.8,28.1,22.7,14.8,19.9,10.7,55.6,10.1,10.4
120,University of Rome La Sapienza,23.7,41.6,18.4,12.8,25.8,6.3,55.6,0.0,14.0
121,National ChungHsing University,23.6,18.1,24.1,4.4,22.3,5.0,44.4,2.0,47.0
122,Karlsruhe Institute of Technology,23.6,35.4,17.0,15.0,24.6,8.7,55.6,7.1,9.2
123,Yuan Ze University,23.5,15.3,20.3,5.3,23.6,7.1,55.6,2.0,32.9
124,The University of New South Wales,23.5,36.7,28.2,14.5,20.4,8.1,44.4,5.1,20.1
125,University of Paris XI: Sud,23.3,26.3,15.6,8.1,27.1,6.3,66.7,6.1,4.9
126,Leiden University,23.1,17.6,11.2,9.2,22.2,10.7,66.7,8.1,9.8
127,National Technical University of Athens,23.0,33.9,23.3,7.7,21.1,4.6,55.6,1.0,17.7
128,Duke University,22.9,26.0,18.4,14.5,20.6,11.4,44.4,11.1,22.0
129,VU University Amsterdam,22.7,25.1,13.2,11.7,25.5,9.5,55.6,8.1,12.8
130,Ben-Gurion University of the Negev,22.7,26.8,25.2,8.4,19.6,6.4,55.6,5.1,14.6
131,University of Utah,22.5,23.9,18.4,11.4,22.2,9.8,55.6,3.0,15.9
132,University of Nottingham,22.5,19.0,20.3,8.9,20.2,9.6,55.6,6.1,17.7
133,Osaka University,22.4,38.6,24.7,9.2,14.3,4.9,44.4,6.1,22.6
134,Kyoto University,22.3,38.9,20.6,9.3,14.7,4.9,55.6,2.0,14.0
134,Brown University,22.3,21.8,15.1,13.5,18.9,12.7,55.6,11.1,9.2
136,Boston University,22.3,21.6,11.5,11.9,15.4,11.2,55.6,10.1,16.5
137,University of Calgary,22.2,30.2,23.0,8.6,20.2,5.8,55.6,0.0,15.2
138,National Chung Cheng University,22.0,24.1,17.3,7.9,12.2,6.7,55.6,4.0,23.2
138,Monash University,22.0,30.9,14.8,12.1,21.1,8.0,55.6,5.1,9.8
140,University of Tennessee- Knoxville,21.9,18.5,15.1,9.9,16.2,10.9,66.7,4.0,6.1
141,University of Sao Paulo,21.9,33.3,31.0,10.4,21.8,6.4,44.4,4.0,14.0
142,Complutense University of Madrid,21.8,24.7,23.6,5.6,22.7,4.6,55.6,2.0,15.2
143,University of Copenhagen,21.7,16.4,12.1,8.2,25.3,10.2,55.6,11.1,11.6
144,Sun Yat Sen University,21.6,17.3,23.3,3.4,21.1,4.0,55.6,1.0,23.2
145,Washington University in St. Louis,21.5,17.3,8.2,11.0,11.7,12.9,55.6,14.1,14.0
146,University of Virginia,21.4,18.7,12.3,12.0,14.7,13.1,55.6,7.1,14.0
147,National Taipei University of Technology,21.3,9.8,17.3,2.6,16.9,5.4,55.6,1.0,32.3
148,University of Bristol,21.3,20.4,15.6,9.6,19.4,9.6,55.6,7.1,11.0
149,Ludwig Maximilian University of Munich,21.1,21.4,12.9,7.7,19.6,7.4,55.6,7.1,13.4
150,University of California- Santa Barbara,21.1,32.2,18.9,15.9,17.8,10.1,44.4,8.1,9.8
151,University of Milan,21.0,27.7,15.1,9.6,22.5,7.0,55.6,3.0,8.5
152,Sichuan University,21.0,11.3,11.2,3.0,21.5,5.4,66.7,1.0,15.2
153,Georgia State University,21.0,16.2,12.6,10.9,15.4,13.8,55.6,6.1,14.0
154,University of Notre Dame,20.9,15.3,8.8,14.5,15.2,19.3,55.6,9.1,7.3
155,Beihang University,20.9,18.3,31.0,3.5,16.1,3.9,44.4,5.1,26.2
156,University of Paris VI: Pierre et Marie Curie,20.8,30.7,22.5,7.7,23.4,5.1,44.4,6.1,14.0
156,Virginia Polytechnic Institute and State University,20.8,30.9,22.7,12.1,20.1,8.0,33.3,8.1,23.8
158,George Mason University,20.8,24.7,16.4,11.4,13.4,9.5,55.6,6.1,7.9
159,New Jersey Institute of Technology,20.6,20.8,12.9,8.8,15.7,8.6,55.6,10.1,8.5
160,University of Rochester,20.6,14.6,10.7,20.1,14.5,28.1,44.4,10.1,9.2
161,Pohang University of Science and Technology,20.4,24.3,14.5,7.7,21.3,6.5,44.4,1.0,26.2
162,University of Glasgow,20.3,21.2,14.3,7.0,25.5,6.7,55.6,6.1,5.5
163,Technical University of Berlin,20.2,27.0,24.1,8.3,16.8,6.3,44.4,6.1,14.6
164,The University of Western Ontario,20.2,27.1,18.1,11.7,19.0,8.8,44.4,8.1,11.0
165,University of Leipzig,20.2,15.1,9.3,6.9,18.9,9.3,55.6,9.1,11.6
165,Chaoyang University of Technology,20.2,11.2,11.8,3.1,14.1,5.6,55.6,0.0,29.9
167,National Changhua University of Education,20.1,6.7,12.6,1.4,17.8,4.2,55.6,0.0,31.1
168,Nanjing University,20.0,19.2,18.9,5.6,16.2,5.9,55.6,4.0,11.6
169,The Australian National University,20.0,19.5,15.3,10.5,16.1,10.9,44.4,12.1,13.4
170,Tokyo Institute of Technology,19.9,38.8,23.0,8.6,16.8,4.5,44.4,2.0,10.4
171,Florida State University,19.8,17.5,12.6,9.0,14.8,10.5,55.6,7.1,7.9
172,Fudan University,19.8,26.7,24.9,4.7,15.2,3.6,44.4,3.0,19.5
173,Université catholique de Louvain,19.7,15.5,11.2,7.4,26.9,9.7,55.6,3.0,7.3
173,University of Vienna,19.7,17.6,9.6,7.4,12.2,8.6,55.6,7.1,13.4
175,Waseda University,19.7,21.3,16.2,3.9,14.1,3.8,55.6,2.0,15.9
176,Polytechnic University of Milan,19.7,31.6,24.7,8.8,19.6,5.7,44.4,0.0,11.6
177,Northwestern University,19.6,23.3,17.8,12.0,14.8,10.5,44.4,9.1,10.4
178,The University of Sydney,19.6,27.7,22.7,9.5,19.2,7.0,44.4,2.0,12.2
179,Graz University of Technology,19.6,17.7,12.6,8.3,15.9,9.6,55.6,5.1,8.5
180,RWTH Aachen University,19.5,30.9,22.7,11.3,18.3,7.4,44.4,5.1,5.5
181,Weizmann Institute of Science,19.5,22.1,14.3,15.0,11.5,13.8,44.4,11.1,8.5
182,Middle East Technical University,19.4,16.9,19.2,4.5,15.5,5.4,55.6,1.0,13.4
183,Indian Institute of Science,19.3,19.4,11.5,9.6,16.8,10.1,55.6,5.1,4.9
184,Concordia University,19.3,25.5,22.7,7.0,15.4,5.6,44.4,2.0,16.5
185,University of Pisa,19.2,33.6,17.5,9.8,20.2,5.9,44.4,3.0,7.9
186,Queensland University of Technology,19.1,17.1,9.0,8.6,17.8,10.3,55.6,3.0,8.5
187,University of Bonn,19.1,15.7,11.2,6.2,19.9,8.1,55.6,4.0,8.5
188,Université Libre de Bruxelles,19.1,7.1,13.2,5.0,17.8,14.3,55.6,4.0,11.0
188,University of Oslo,19.1,14.9,14.0,4.9,16.4,6.7,55.6,6.1,9.2
190,Lund University,19.1,19.0,9.0,10.1,13.8,10.9,55.6,5.1,6.1
191,Universidade Tecnica de Lisboa,19.0,21.9,20.0,9.9,12.4,9.2,44.4,8.1,10.4
192,Humboldt University of Berlin,19.0,20.5,15.9,8.2,15.7,8.1,44.4,13.1,8.5
193,Norwegian University of Science and Technology,18.9,23.7,24.1,6.1,24.3,5.3,44.4,1.0,10.4
194,Rice University,18.9,20.5,11.5,12.5,13.3,12.5,44.4,13.1,6.7
195,University of Colorado- Boulder,18.8,23.7,14.8,14.3,15.5,12.3,44.4,6.1,6.1
196,Université du Québec à Montréal,18.7,17.6,15.6,6.0,18.9,6.9,55.6,2.0,5.5
197,University of Ottawa,18.7,27.2,21.9,8.3,14.3,6.2,44.4,3.0,10.4
198,Eberhard Karls University of Tubingen,18.6,15.4,6.3,6.5,11.5,8.6,55.6,8.1,9.8
198,Paul Sabatier University,18.6,16.5,14.3,5.8,15.2,7.2,55.6,1.0,9.8
200,University of California- San Francisco,18.6,7.1,7.7,8.6,10.0,24.7,44.4,9.1,17.1
201,University of Genoa,18.6,22.3,12.6,7.5,14.0,6.8,55.6,1.0,6.7
202,University of Twente,18.6,27.0,18.9,9.4,16.9,7.1,44.4,5.1,6.7
203,University of Illinois- Chicago,18.6,27.9,15.9,10.9,12.0,8.0,44.4,6.1,8.5
204,Cardiff University,18.5,15.3,9.9,5.9,19.7,7.9,55.6,4.0,6.1
205,University of Trento,18.5,17.5,12.6,6.0,18.7,7.0,55.6,0.0,7.9
206,University of Zurich,18.4,13.1,9.3,6.4,16.6,10.0,55.6,5.1,6.7
207,University of Patras,18.4,33.2,20.6,8.7,14.0,5.4,44.4,4.0,4.9
208,University of Paris VII: Denis Diderot,18.4,21.5,12.1,7.0,14.5,6.6,55.6,3.0,4.3
209,Oregon State University,18.3,11.6,8.0,6.6,13.6,11.7,55.6,6.1,7.3
210,Aristotle University of Thessaloniki,18.3,26.9,19.2,8.2,15.2,6.2,44.4,1.0,11.0
211,University of Groningen,18.3,14.4,13.2,11.6,15.4,16.3,44.4,6.1,9.2
212,Ruprecht Karl University of Heidelberg,18.2,13.5,8.0,5.0,15.7,7.5,55.6,1.0,12.8
213,Claude Bernard University Lyon 1,18.0,15.3,15.3,4.4,14.5,5.8,55.6,3.0,6.1
214,Central South University,18.0,10.8,12.6,3.0,14.7,5.6,55.6,6.1,8.5
215,University of Oviedo,17.9,12.4,11.5,2.9,15.2,4.7,55.6,3.0,11.0
216,University of Massachusetts- Amherst,17.8,26.5,16.7,11.7,10.1,9.0,44.4,3.0,7.3
217,Polytechnic University of Turin,17.8,24.9,19.2,8.5,16.9,6.9,44.4,5.1,3.7
218,Indian Institute of Technology- Delhi,17.8,13.8,11.2,4.3,8.9,6.4,55.6,2.0,12.8
219,McMaster University,17.8,20.8,14.0,10.4,16.4,10.2,44.4,4.0,7.3
220,Chung Yuan Christian University,17.8,13.3,13.4,3.7,14.7,5.6,44.4,1.0,24.4
221,Iowa State University,17.7,27.6,18.9,13.1,9.4,9.7,33.3,6.1,15.2
222,"The University of York, UK",17.7,26.1,13.4,7.4,14.0,5.8,44.4,3.0,11.0
223,University of Warsaw,17.6,21.2,9.9,8.0,20.1,7.7,44.4,5.1,8.5
224,University of Antwerp,17.6,13.4,8.5,4.8,14.3,7.3,55.6,4.0,6.7
225,The University of Auckland,17.5,19.3,14.0,7.0,10.7,7.4,44.4,4.0,14.6
226,University of Liverpool,17.5,20.6,13.7,7.7,20.4,7.6,44.4,4.0,6.7
227,University of South Florida,17.4,18.0,11.2,9.3,16.1,10.5,44.4,5.1,8.5
228,Shanghai University,17.3,10.1,16.2,1.7,14.8,3.5,55.6,2.0,8.5
229,Sharif University of Technology,17.3,15.1,26.0,2.1,14.3,2.9,44.4,0.0,15.9
230,State University of New York- Buffalo,17.2,23.7,14.0,11.0,13.1,9.4,33.3,9.1,13.4
231,Lanzhou University,17.2,7.1,12.3,2.4,13.3,6.8,55.6,2.0,10.4
232,National Kaohsiung First University of Science and Technology,17.1,6.9,9.0,2.9,12.9,8.5,44.4,9.1,18.9
233,University of Seville,17.1,21.1,16.4,4.2,16.4,4.0,44.4,1.0,12.2
233,University of Chile,17.1,14.8,10.4,4.8,10.8,6.6,55.6,2.0,6.1
235,University of Malaga,17.1,22.1,15.1,5.7,13.1,5.2,44.4,1.0,12.8
236,University of Bordeaux 1,17.1,16.4,11.8,5.4,11.3,6.8,55.6,2.0,3.1
237,University of Zaragoza,17.0,14.7,15.6,5.8,19.6,8.0,44.4,2.0,9.8
238,University of Santiago de Compostela,17.0,11.1,6.3,4.8,15.7,8.8,55.6,5.1,3.1
239,University College Dublin,17.0,18.2,14.8,9.0,10.1,10.1,44.4,5.1,7.3
240,Albert Ludwigs University of Freiburg,16.9,21.2,10.7,9.3,10.7,9.0,44.4,5.1,7.9
241,University of Birmingham,16.9,21.4,15.3,9.1,14.0,8.7,33.3,7.1,15.2
242,National Sun Yat-sen University,16.9,19.7,22.2,4.3,12.7,4.5,33.3,0.0,25.6
243,Radboud University Nijmegen,16.8,18.1,9.6,9.1,13.1,10.2,44.4,1.0,11.6
244,University of Turin,16.8,15.3,9.9,3.6,14.8,4.8,55.6,0.0,5.5
245,Sungkyunkwan University,16.8,26.8,21.6,2.8,14.1,2.2,44.4,0.0,7.3
246,University of Leeds,16.7,20.6,11.8,7.7,11.9,7.7,44.4,6.1,6.1
247,University of Dortmund,16.6,25.7,19.2,9.3,12.9,7.4,33.3,3.0,13.4
248,University of London- King's College London,16.6,19.1,10.7,9.2,10.7,9.8,44.4,3.0,8.5
249,Saarland University,16.5,19.5,10.7,7.8,8.9,8.2,44.4,5.1,9.2
250,University of Strasbourg,16.5,9.0,9.3,3.5,12.0,7.9,55.6,2.0,6.1
251,University of Duisburg-Essen,16.5,11.4,7.4,4.6,8.4,8.3,55.6,3.0,6.1
251,Wayne State University,16.5,14.9,12.3,5.1,13.4,7.0,44.4,2.0,13.4
253,University of Bergen,16.4,16.6,13.4,6.3,17.6,7.7,44.4,4.0,4.9
253,University of Helsinki,16.4,17.7,10.7,8.3,10.3,9.5,44.4,5.1,7.3
255,Ecole Polytechnique,16.4,15.2,12.1,7.5,13.3,10.1,44.4,5.1,6.1
256,Friedrich Schiller University of Jena,16.4,9.6,5.8,3.3,15.0,6.9,55.6,3.0,4.9
256,Jilin University,16.4,11.4,8.2,1.2,12.6,2.1,55.6,1.0,10.4
256,Shandong University,16.4,13.8,19.2,2.7,12.4,3.9,44.4,3.0,12.2
259,Durham University,16.3,9.3,8.5,2.7,21.5,5.9,55.6,2.0,0.6
260,Nankai University,16.3,6.4,8.2,1.6,10.3,5.2,55.6,1.0,12.2
261,University of New Mexico,16.3,15.5,12.6,6.9,10.8,9.1,44.4,4.0,8.5
262,University of Connecticut- Storrs,16.2,17.2,14.3,5.5,10.5,6.5,44.4,1.0,11.6
263,Louisiana State University- Baton Rouge,16.1,16.3,11.5,6.7,13.3,8.3,44.4,7.1,3.7
264,University of the Basque Country,16.1,14.0,13.4,3.9,15.5,5.6,44.4,2.0,11.0
265,Ecole normale supérieure de Cachan,16.1,14.5,14.0,6.6,14.7,9.4,44.4,6.1,2.4
266,Hunan University,16.0,12.3,13.4,3.8,13.4,6.2,44.4,4.0,10.4
267,Royal Institute of Technology,15.9,25.6,17.8,13.9,12.2,11.1,33.3,4.0,3.7
268,Carleton University,15.8,27.3,17.3,8.2,8.9,6.2,33.3,5.1,10.4
269,University of Central Florida,15.7,22.1,14.8,7.9,11.7,7.3,33.3,3.0,14.6
270,"Northeastern University, USA",15.7,14.3,11.0,5.4,11.3,7.7,44.4,4.0,7.9
271,University of Cincinnati,15.6,12.9,7.1,6.1,10.8,9.6,44.4,6.1,7.9
272,University of Delaware,15.6,17.4,8.2,9.3,9.6,10.9,44.4,3.0,4.9
273,The University of Warwick,15.6,16.2,12.1,6.7,11.2,8.4,44.4,1.0,7.3
274,University of Naples Federico II,15.5,17.5,12.3,4.2,13.8,4.9,44.4,3.0,6.1
275,The University of Texas- Dallas,15.5,25.1,22.2,6.0,13.6,4.9,33.3,2.0,9.2
276,National Yunlin University of Science and Technology,15.5,8.9,12.1,1.7,8.4,3.9,44.4,0.0,20.7
277,State University of Campinas,15.5,20.9,20.0,6.9,13.6,6.7,33.3,4.0,9.2
278,University of Kentucky,15.4,17.1,7.7,7.4,10.7,8.8,44.4,2.0,7.3
279,"Trinity College, Dublin",15.4,13.8,10.7,4.2,10.3,6.2,44.4,2.0,11.0
280,I-Shou University,15.3,7.9,9.9,2.1,9.3,5.5,44.4,1.0,18.9
281,Lomonosov Moscow State University,15.3,14.7,8.5,4.3,24.1,6.0,44.4,2.0,2.4
281,University of Florence,15.3,16.7,10.1,5.9,9.8,7.2,44.4,3.0,6.7
283,University of California- Santa Cruz,15.3,16.0,9.9,10.5,9.3,13.4,33.3,9.1,9.2
284,University of Padua,15.3,20.6,17.3,6.9,14.3,6.8,33.3,2.0,11.6
285,Johannes Kepler University of Linz,15.3,16.8,11.0,3.8,12.2,4.6,44.4,0.0,10.4
286,Dartmouth College,15.3,10.8,9.0,4.9,12.2,9.3,44.4,2.0,9.8
287,Tongji University,15.2,9.5,16.7,1.2,12.2,2.7,44.4,0.0,14.0
287,University of Stuttgart,15.2,20.1,11.0,6.2,12.9,6.3,44.4,1.0,3.7
289,Tohoku University,15.2,23.7,16.2,4.6,6.6,4.0,44.4,1.0,4.3
290,Hanyang University,15.1,20.4,11.0,4.0,10.1,4.0,44.4,1.0,7.3
