Rama de conocimiento,Rank,Nombre,Citas,H-index,Perfil,Grupo
Ciencias Humanas y Artes  ,63, RAFAEL REINOSO BELLIDO,10,2,Perfil,RNM357
Ciencias Humanas y Artes  ,64, EVA MARIA MORALES RODRIGUEZ,9,2,Perfil,HUM215
Ciencias Humanas y Artes  ,64, PATRICIA GARCIA SALAS,9,2,Perfil,FQM297
Ciencias Humanas y Artes  ,66, BENAMI BARROS GARCIA,8,2,Perfil,HUM417
Ciencias Humanas y Artes  ,66, RUBEN TALAVERA GARCIA,8,2,Perfil,RNM034
Ciencias Humanas y Artes  ,68, ENRIQUE JAVIER VERCHER GARCIA,7,2,Perfil,HUM417
Ciencias Humanas y Artes  ,68, MIGUEL MORENO MUÑOZ,7,1,Perfil,HUM828
Ciencias Humanas y Artes  ,70, ANA MARIA GOMEZ ROMAN,6,1,Perfil,HUM222
Ciencias Humanas y Artes  ,70, DAVID RUIZ TORRES,6,1,Perfil,HUM806
Ciencias Humanas y Artes  ,72, DAVID CABRERA MANZANO,5,2,Perfil,RNM357
Ciencias Humanas y Artes  ,72, LUIS MIGUEL SANCHEZ ESCOLANO,5,1,Perfil,SEJ170
Ciencias Humanas y Artes  ,72, MARINA GONZALEZ SANZ,5,1,Perfil,HUM659
Ciencias Humanas y Artes  ,75, FRANCISCO JAVIER ABARCA ALVAREZ,4,1,Perfil,RNM357
Ciencias Humanas y Artes  ,75, FRANCISCO JOSE SANCHEZ GARCIA,4,1,Perfil,HUM060
Ciencias Humanas y Artes  ,75, JOSE JUAN CABALLERO BARQUERO,4,1,Perfil,BIO212
Ciencias Humanas y Artes  ,75, MARIA DE LOS REYES GONZALEZ VIDA,4,1,Perfil,HUM611
Ciencias Humanas y Artes  ,79, ANGEL FERNANDEZ AVIDAD,3,1,Perfil,HUM274
Ciencias Humanas y Artes  ,79, ENRIQUE F. QUERO GERVILLA,3,1,Perfil,HUM417
Ciencias Humanas y Artes  ,79, EVA MARIA GOMEZ JIMENEZ,3,1,Perfil,HUM439
Ciencias Humanas y Artes  ,79, JAN-HENDRIK OPDENHOFF,3,1,Perfil,HUM737
Ciencias Humanas y Artes  ,79, JUAN CARLOS GOMEZ VARGAS,3,1,Perfil,HUM637
Ciencias Humanas y Artes  ,79, Mª CARMEN ALBERDI URQUIZU,3,1,Perfil,HUM354
Ciencias Humanas y Artes  ,85, OSCAR SALGUERO MONTAÑO,2,1,Perfil,SEJ126
Ciencias Humanas y Artes  ,86, GIUSEPPE BELUSCHI FABENI,1,1,Perfil,SINGRUPO
Ciencias Humanas y Artes  ,86, GUILLERMO GARCIA-CONTRERAS RUIZ,1,1,Perfil,HUM162
Ciencias Humanas y Artes  ,86, JOSE MARIA GOMEZ DELGADO,1,1,Perfil,HUM432
Ciencias Humanas y Artes  ,86, MARIA AURORA MOLINA FAJARDO,1,1,Perfil,HUM222
Ciencias Humanas y Artes  ,90, DILIANA IVANOVA KOVATCHEVA,0,0,Perfil,HUM728
Ciencias Humanas y Artes  ,90, ELENA ALCALDE PEÑALVER,0,0,Perfil,HUM763
Ciencias Humanas y Artes  ,90, FRANCISCO LUIS BAÑOS TORRES,0,0,Perfil,HUM211
Ciencias Humanas y Artes  ,90, ISABEL Mª ANDRES CUEVAS,0,0,Perfil,HUM592
Ciencias Humanas y Artes  ,90, JAVIER CONTRERAS BECERRA,0,0,Perfil,HUM681
Ciencias Humanas y Artes  ,90, JOSE MIGUEL FUENTES MARTIN,0,0,Perfil,HUM228
Ciencias Humanas y Artes  ,90, JUAN CARLOS REINA FERNANDEZ,0,0,Perfil,HUM813
Ciencias Humanas y Artes  ,90, LAROSI HAIDAR,0,0,Perfil,HUM835
Ciencias Humanas y Artes  ,90, LAURA GISELA PEREZ SANTANA,0,0,Perfil,SEJ430
Ciencias Humanas y Artes  ,90, LUIS DAVID RIVERO MORENO,0,0,Perfil,HUM736
Ciencias Humanas y Artes  ,90, MARIA DEL PILAR TUDELA VAZQUEZ,0,0,Perfil,SEJ430
Ciencias de la Salud  ,1, ANGEL GIL HERNANDEZ,9353,51,Perfil,CTS461
Ciencias de la Salud  ,2, ANTONIO ZARZUELO ZURITA,8281,51,Perfil,CTS164
Ciencias de la Salud  ,3, JONATAN RUIZ RUIZ,7190,49,Perfil,CTS977
Ciencias de la Salud  ,4, FRANCISCO B. ORTEGA PORCEL,7123,44,Perfil,CTS977
Ciencias de la Salud  ,5, DARIO ACUÑA CASTROVIEJO,6772,48,Perfil,CTS101
Ciencias de la Salud  ,6, GERMAINE ESCAMES ROSA,5118,43,Perfil,CTS101
Ciencias de la Salud  ,7, JUAN LUPIAÑEZ CASTILLO,3960,33,Perfil,HUM379
Ciencias de la Salud  ,8, JOSEFA LEON LOPEZ,3894,32,Perfil,CTS227
Ciencias de la Salud  ,9, FRANCISCO NOGALES FERNANDEZ,3643,33,Perfil,CTS196
Ciencias de la Salud  ,10, VICENTE ENRIQUE CABALLO MANRIQUE,3382,28,Perfil,CTS427
Ciencias de la Salud  ,11, M. ROSARIO RUEDA CUERVA,2933,16,Perfil,HUM379
Ciencias de la Salud  ,12, FRANCISCO J. O'VALLE RAVASSA,2847,32,Perfil,CTS138
Ciencias de la Salud  ,13, LUIS CARLOS LOPEZ GARCIA,2599,32,Perfil,CTS101
Ciencias de la Salud  ,14, FERMIN SANCHEZ DE MEDINA,2029,25,Perfil,CTS235
Ciencias de la Salud  ,15, JUANA PEREZ TORRES,1978,21,Perfil,BIO318
Ciencias de la Salud  ,16, MARIA DOLORES SUAREZ ORTEGA,1968,24,Perfil,CTS235
Ciencias de la Salud  ,17, JESUS FRANCISCO RODRIGUEZ HUERTAS,1744,28,Perfil,CTS454
Ciencias de la Salud  ,18, OLGA MARTINEZ AUGUSTIN,1679,24,Perfil,CTS235
Ciencias de la Salud  ,19, ROSA PULGAR ENCINAS,1662,11,Perfil,CTS356
Ciencias de la Salud  ,20, MARIA BELEN RODELAS GONZALEZ,1572,22,Perfil,RNM270
Ciencias de la Salud  ,21, ANGELES RUIZ EXTREMERA,1550,16,Perfil,CTS227
Ciencias de la Salud  ,22, ANDRES CATENA MARTINEZ,1532,20,Perfil,CTS176
Ciencias de la Salud  ,23, JOSE GUTIERREZ FERNANDEZ,1467,20,Perfil,CTS521
Ciencias de la Salud  ,24, PABLO ANTONIO GALINDO MORENO,1464,19,Perfil,CTS583
Ciencias de la Salud  ,25, JOSE JUAN CAÑAS DELGADO,1452,20,Perfil,HUM687
Ciencias de la Salud  ,26, MANUEL GURPEGUI FERNANDEZ DE LEGARIA,1329,23,Perfil,CTS549
Ciencias de la Salud  ,27, JOSE ANGEL RUFIAN HENARES,1271,22,Perfil,AGR141
Ciencias de la Salud  ,28, EMILIO MARTINEZ DE VITORIA MUÑOZ,1255,14,Perfil,SINGRUPO
Ciencias de la Salud  ,29, PILAR ARANDA RAMIREZ,1225,20,Perfil,AGR145
Ciencias de la Salud  ,30, ROSARIO JIMENEZ MOLEON,1134,16,Perfil,CTS164
Ciencias de la Salud  ,31, JULIO JOSE OCHOA HERRERA,1056,22,Perfil,CTS627
Ciencias de la Salud  ,32, RAFAEL SALTO GONZALEZ,1033,17,Perfil,BIO212
Ciencias de la Salud  ,33, ANGEL CORREA TORRES,1015,16,Perfil,HUM957
Ciencias de la Salud  ,34, MANUEL AMEZCUA MARTINEZ,1001,14,Perfil,SEJ126
Ciencias de la Salud  ,35, ANGEL ORTE GUTIERREZ,976,17,Perfil,FQM247
Ciencias de la Salud  ,36, ANTONIO MALDONADO LOPEZ,886,18,Perfil,CTS176
Ciencias de la Salud  ,37, DANIEL SANABRIA LUCENA,806,18,Perfil,HUM957
Ciencias de la Salud  ,38, JUAN JOSE DIAZ MOCHON,776,18,Perfil,CTS987
Ciencias de la Salud  ,39, ENRIQUE JOSE COBOS DEL MORAL,775,14,Perfil,CTS109
Ciencias de la Salud  ,40, PABLO TERCEDOR SANCHEZ,770,13,Perfil,HUM161
Ciencias de la Salud  ,41, PALMA CHILLON GARZON,757,15,Perfil,CTS977
Ciencias de la Salud  ,42, JULIO SANTIAGO TORRES,741,14,Perfil,HUM379
Ciencias de la Salud  ,43, ANTONIO CANDIDO ORTIZ,716,15,Perfil,CTS176
Ciencias de la Salud  ,44, MAXIMINO MANZANERA RUIZ,679,14,Perfil,RNM270
Ciencias de la Salud  ,45, Mª DOLORES RUIZ LOPEZ,671,13,Perfil,AGR141
Ciencias de la Salud  ,46, JOSE CESAR PERALES LOPEZ,639,13,Perfil,CTS176
Ciencias de la Salud  ,47, FRANCISCO LUIS MESA AGUADO,623,13,Perfil,CTS583
Ciencias de la Salud  ,48, JESUS VICIANA RAMIREZ,614,13,Perfil,HUM764
Ciencias de la Salud  ,49, RAUL ARELLANO COLOMINA,607,12,Perfil,CTS527
Ciencias de la Salud  ,50, AURELIO UREÑA ESPA,586,13,Perfil,CTS362
Ciencias de la Salud  ,51, ANA BELEN CHICA MARTINEZ,583,15,Perfil,HUM379
Ciencias de la Salud  ,52, F. JAVIER ADROHER AUROUX,544,15,Perfil,BIO243
Ciencias de la Salud  ,53, MIGUEL ROMERO PEREZ,503,12,Perfil,CTS164
Ciencias de la Salud  ,54, MIKEL ZABALA DIAZ,472,12,Perfil,HUM957
Ciencias de la Salud  ,55, MARIA MAGDALENA CUENCA GARCIA,446,12,Perfil,CTS262
Ciencias de la Salud  ,56, C.LOURDES DIAZ RODRIGUEZ,437,12,Perfil,BIO277
Ciencias de la Salud  ,57, PAULINO PADIAL PUCHE,431,11,Perfil,SEJ438
Ciencias de la Salud  ,57, TERESA ORTIZ GOMEZ,431,10,Perfil,HUM603
Ciencias de la Salud  ,59, ANTONIO MANUEL MARTIN PLATERO,412,12,Perfil,BIO160
Ciencias de la Salud  ,60, PANDELIS PERAKAKIS,409,10,Perfil,HUM388
Ciencias de la Salud  ,61, FELISA GONZALEZ REYES,400,11,Perfil,HUM784
Ciencias de la Salud  ,62, FRANCISCO NIETO LOPEZ,362,7,Perfil,CTS109
Ciencias de la Salud  ,63, JESUS LOPEZ MEGIAS,358,9,Perfil,HUM289
Ciencias de la Salud  ,64, MIGUEL ANGEL MUÑOZ GARCIA,356,9,Perfil,HUM388
Ciencias de la Salud  ,65, MARIA BELEN FERICHE FERNANDEZ-CASTANYS,335,10,Perfil,SEJ438
Ciencias de la Salud  ,66, INMACULADA GARCIA GARCIA,324,9,Perfil,HUM183
Ciencias de la Salud  ,67, FRANCISCO J. BARRERO HERNANDEZ,313,9,Perfil,CTS438
Ciencias de la Salud  ,68, ADORACION ANTOLI CABRERA,303,9,Perfil,HUM687
Ciencias de la Salud  ,69, CESAR HUESO MONTORO,298,10,Perfil,CTS436
Ciencias de la Salud  ,69, PEDRO MARIA GUERRA MUÑOZ,298,9,Perfil,HUM388
Ciencias de la Salud  ,71, LEANDRO LUIGI DI STASI,274,11,Perfil,HUM687
Ciencias de la Salud  ,72, ROSARIO MORENO-TORRES HERRERA,263,8,Perfil,CTS187
Ciencias de la Salud  ,73, MANUEL GOMEZ GUZMAN,231,8,Perfil,CTS164
Ciencias de la Salud  ,74, ISABEL DE BRUGADA SAURAS,170,8,Perfil,HUM784
Ciencias de la Salud  ,74, LUIS MIGUEL DE PABLOS TORRO,170,7,Perfil,CTS183
Ciencias de la Salud  ,76, ANTONIA - PILAR PACHECO UNGUETTI,163,4,Perfil,HUM379
Ciencias de la Salud  ,77, MIGUEL ANGEL LOPEZ ÁLVAREZ,156,7,Perfil,CTS654
Ciencias de la Salud  ,78, LAURA MORENO LOPEZ,136,6,Perfil,CTS581
Ciencias de la Salud  ,79, DAVID CONTRERAS ROS,134,4,Perfil,CTS176
Ciencias de la Salud  ,80, RAFAEL IGNACIO MADRID LOPEZ,127,4,Perfil,HUM687
Ciencias de la Salud  ,81, CARMEN MARIA GONZALEZ DOMENECH,111,6,Perfil,BIO188
Ciencias de la Salud  ,82, JOSE MARIA HEREDIA JIMENEZ,110,6,Perfil,CTS545
Ciencias de la Salud  ,83, FRANCISCO DIAZ ATIENZA,109,5,Perfil,CTS549
Ciencias de la Salud  ,84, ANTONIO VALENZUELA RUIZ,107,7,Perfil,CTS190
Ciencias de la Salud  ,85, RAFAEL MONTOYA JUAREZ,106,7,Perfil,CTS436
Ciencias de la Salud  ,86, MARIE CARMEN VALENZA,104,6,Perfil,CTS009
Ciencias de la Salud  ,87, ALBERTO MEGIAS ROBLES,77,5,Perfil,CTS176
Ciencias de la Salud  ,88, JUAN BONITCH DOMINGUEZ,74,5,Perfil,SEJ438
Ciencias de la Salud  ,89, MARIA CAROLINA DIAZ PIEDRA,67,4,Perfil,CTS261
Ciencias de la Salud  ,90, Mª ELVIRA DE LUNA BERTOS,53,4,Perfil,BIO277
Ciencias de la Salud  ,91, OSCAR DANIEL RANGEL HUERTA,52,1,Perfil,CTS461
Ciencias de la Salud  ,92, JAVIER RAMOS TORRECILLAS,49,4,Perfil,BIO277
Ciencias de la Salud  ,93, MAURO MARCHITTO,47,4,Perfil,HUM687
Ciencias de la Salud  ,94, MARIA JESUS ALVAREZ CUBERO,46,3,Perfil,BIO253
Ciencias de la Salud  ,95, RAQUEL ESCOBAR MOLINA,45,5,Perfil,HUM844
Ciencias de la Salud  ,96, DAVID GARCIA BURGOS,44,4,Perfil,HUM784
Ciencias de la Salud  ,97, MARIA JULIA MORALES CASTILLO,42,2,Perfil,HUM740
Ciencias de la Salud  ,98, DANIEL CAMILETTI MOIRON,41,4,Perfil,AGR145
Ciencias de la Salud  ,98, MIGUEL ANGEL MARTIN PIEDRA,41,4,Perfil,CTS115
Ciencias de la Salud  ,100, JOSE JOAQUIN MUROS MOLINA,40,4,Perfil,AGR141
Ciencias de la Salud  ,101, ELISA MARTIN-AREVALO,30,3,Perfil,HUM379
Ciencias de la Salud  ,101, VICTOR SEGURA JIMENEZ,30,3,Perfil,CTS545
Ciencias de la Salud  ,103, MARYEM TORRES QUESADA,28,2,Perfil,HUM379
Ciencias de la Salud  ,104, MARTA GIL NAJERA,24,3,Perfil,HUM784
Ciencias de la Salud  ,105, FERNANDO ESTEVEZ LOPEZ,23,3,Perfil,CTS545
Ciencias de la Salud  ,106, JUAN VERDEJO ROMAN,18,3,Perfil,CTS581
Ciencias de la Salud  ,107, IRENE CABRERA MARTOS,16,2,Perfil,CTS009
Ciencias de la Salud  ,108, FRANCISCO JAVIER HUERTAS DELGADO,13,2,Perfil,CTS545
Ciencias de la Salud  ,108, SANDRA LOPEZ LAZARO,13,2,Perfil,CTS112
Ciencias de la Salud  ,110, ANDRES BERNARDO FERNANDEZ REVELLES,12,2,Perfil,HUM161
Ciencias de la Salud  ,110, JAVIER IRURITA OLIVARES,12,2,Perfil,CTS112
Ciencias de la Salud  ,110, MARIO PULIDO MORAN,12,2,Perfil,CTS627
Ciencias de la Salud  ,113, MARIA DEL MAR MORALES HEVIA,11,2,Perfil,SINGRUPO
Ciencias de la Salud  ,114, ALBERTO SORIANO MALDONADO,7,2,Perfil,CTS545
Ciencias de la Salud  ,114, ANTONIO GOMEZ MARTIN,7,2,Perfil,BIO253
Ciencias de la Salud  ,114, ENRIQUE MOLINA MARTIN,7,1,Perfil,HUM957
Ciencias de la Salud  ,114, MANUEL FERNANDEZ ALCÁNTARA,7,2,Perfil,CTS436
Ciencias de la Salud  ,118, JAVIER COUREL IBAÑEZ,6,1,Perfil,HUM844
Ciencias de la Salud  ,119, AZUCENA ORTEGA VALDIVIESO,3,1,Perfil,CTS526
Ciencias de la Salud  ,119, DAFINA PETROVA,3,1,Perfil,CTS176
Ciencias de la Salud  ,119, MARIA BELEN DE RUEDA VILLEN,3,1,Perfil,HUM727
Ciencias de la Salud  ,119, VIRGINIA ANA MARTINEZ RUIZ,3,1,Perfil,CTS137
Ciencias de la Salud  ,123, OLGA OCON HERNANDEZ,1,1,Perfil,CTS515
Ciencias de la Salud  ,124, AMADOR GARCIA RAMOS,0,0,Perfil,SEJ438
Ciencias de la Salud  ,124, ANTONIO MAGAN FERNÁNDEZ,0,0,Perfil,CTS583
Ciencias de la Salud  ,124, BORJA MANUEL MARTINEZ TELLEZ,0,0,Perfil,CTS977
Ciencias de la Salud  ,124, IKER JAVIER BAUTISTA SANCHEZ,0,0,Perfil,CTS642
Ciencias de la Salud  ,124, JOSE RAFAEL MORA GONZALEZ,0,0,Perfil,CTS977
Ciencias de la Salud  ,124, NATALIA BUESO IZQUIERDO,0,0,Perfil,CTS581
Ciencias de la Salud  ,124, PATRICIA NAVARRO PEREZ,0,0,Perfil,HUM603
Ciencias Sociales y Jurídicas  ,1, CARMEN BATANERO BERNABEU,6286,40,Perfil,FQM126
Ciencias Sociales y Jurídicas  ,2, JUAN DIAZ GODINO,5458,39,Perfil,FQM126
Ciencias Sociales y Jurídicas  ,3, ANTONIO BOLIVAR BOTIA,4197,29,Perfil,HUM386
Ciencias Sociales y Jurídicas  ,4, JUAN ALBERTO ARAGON CORREA,3157,18,Perfil,SEJ481
Ciencias Sociales y Jurídicas  ,5, JOSE GUTIERREZ PEREZ,2779,19,Perfil,HUM890
