FECHA,AÑO,Doctorando,TITULO_TESIS,APELLIDO1,APELLIDO2,NOMBRE
21-12-2012,2012,"VENEGAS MALDONADO, CARMEN JESICA","ESTUDIO DE LOS MECANISMOS DE REGULACIÓN DE LA SÍNTESIS, DISTRIBUCIÓN Y EFECTOS DE LA MELATONINA EXTRAPINEAL",ACUÑA,CASTROVIEJO,DARÍO
21-12-2012,2012,"OCHANDO PULIDO, JAVIER MIGUEL",APLICACION DE LA TECNOLOGIA DE MEMBRANAS A LA DEPURACION DE LAS AGUAS RESIDUALES DE LA INDUSTRIA OLEICOLA,MARTÍNEZ,FÉREZ,ANTONIO
21-12-2012,2012,"VENEGAS MALDONADO, CARMEN JESICA","ESTUDIO DE LOS MECANISMOS DE REGULACIÓN DE LA SÍNTESIS, DISTRIBUCIÓN Y EFECTOS DE LA MELATONINA EXTRAPINEAL",ESCAMES,ROSA,GERMAINE
09-01-2013,2013,"LONGOBARDO POLANCO, FRANCISCO JAVIER","PAISAJES DIGITALES: METAPAISAJE, NATURALEZA Y ARTES DE LA TIERRA TRANSCODIFICADA",LÓPEZ,VÍLCHEZ,INMACULADA
10-01-2013,2013,"ABUKHAYRAN, ASHRAF M.H.","THE PORTRAYAL OF THE PALESTINIAN IDENTITY IN CIVIC AND NATIONAL SCHOOL BOOKS. ""LA REPRESENTACION DE LA IDENTIDAD PALESTINA EN LOS LIBROS DE TEXTO DE EDUCACION CIVICA Y NACIONAL""",DOMINGO,SEGOVIA,JESÚS
10-01-2013,2013,"ABUKHAYRAN, ASHRAF M.H.","THE PORTRAYAL OF THE PALESTINIAN IDENTITY IN CIVIC AND NATIONAL SCHOOL BOOKS. ""LA REPRESENTACION DE LA IDENTIDAD PALESTINA EN LOS LIBROS DE TEXTO DE EDUCACION CIVICA Y NACIONAL""",JUSTICIA,JUSTICIA,FERNANDO
10-01-2013,2013,"SANTIÑO GRELO, CORDELIA DO NASCIMENTO",ESTUDIO DESCRIPTIVO DE LA DIDACTICA Y ORGANIZACION DEL ESPAÑOL COMO LENGUA EXTRANJERA EN LA ESCUELA SUPERIOR DE EDUCACION  DE PORTALEGRE (ESEP) DE PORTUGAL,CÁCERES,RECHE,MARÍA DEL PILAR
10-01-2013,2013,"SANTIÑO GRELO, CORDELIA DO NASCIMENTO",ESTUDIO DESCRIPTIVO DE LA DIDACTICA Y ORGANIZACION DEL ESPAÑOL COMO LENGUA EXTRANJERA EN LA ESCUELA SUPERIOR DE EDUCACION  DE PORTALEGRE (ESEP) DE PORTUGAL,AZNAR,DÍAZ,INMACULADA
11-01-2013,2013,"DELGADO RICO, ELENA",MECANISMOS CEREBRALES Y TRATAMIENTO DE LA OBESIDAD EN ADOLESCENTES (BRAINOBE),PÉREZ,GARCÍA,MIGUEL
11-01-2013,2013,"ROSALES ALEXANDER, JOSE LUIS",ESTUDIO DE LA ARTERIOSCLEROSIS SUBCLINICA MEDIANTE ECOGRAFIA CAROTIDEA EN PACIENTES CON ARTRITIS PSORIASICA SIN FACTORES DE RIESGO CARDIOVASCULAR,CANTERO,HINOJOSA,JESÚS
11-01-2013,2013,"ROSALES ALEXANDER, JOSE LUIS",ESTUDIO DE LA ARTERIOSCLEROSIS SUBCLINICA MEDIANTE ECOGRAFIA CAROTIDEA EN PACIENTES CON ARTRITIS PSORIASICA SIN FACTORES DE RIESGO CARDIOVASCULAR,RAYA,ÁLVAREZ,ENRIQUE GERMÁN
11-01-2013,2013,"ESPÍN MARTÍN, ANTONIO MANUEL","ILLUSTRATIONS ON COOPERATIVE, COMPETITIVE & TEMPORAL CHOICES",BRAÑAS,GARZA,PABLO
11-01-2013,2013,"DELGADO RICO, ELENA",MECANISMOS CEREBRALES Y TRATAMIENTO DE LA OBESIDAD EN ADOLESCENTES (BRAINOBE),VERDEJO,GARCÍA,ANTONIO JAVIER
18-01-2013,2013,"JIMENEZ FERNANDEZ, IRENE",LA ACTIVIDAD CIENTÍFICA EN ODONTOLOGÍA. ANÁLISIS DE LAS TRES ÚLTIMAS DÉCADAS A TRAVÉS DE WEB OF SCIENCE,JIMÉNEZ,CONTRERAS,EVARISTO
18-01-2013,2013,"JIMENEZ FERNANDEZ, IRENE",LA ACTIVIDAD CIENTÍFICA EN ODONTOLOGÍA. ANÁLISIS DE LAS TRES ÚLTIMAS DÉCADAS A TRAVÉS DE WEB OF SCIENCE,PULGAR,ENCINAS,ROSA MARÍA
18-01-2013,2013,"SANCHEZ RODRIGUEZ, EVA",EFECTO DE LA TÉCNICA AGRÍCOLA DEL INJERTO EN LAS RESPUESTAS FISIOLÓGICAS DE RESISTENCIA ANTE UN ESTRÉS HÍDRICO MODERADO EN PLANTAS DE TOMATE CHERRY,RUIZ,SÁEZ,JUAN MANUEL
18-01-2013,2013,"SALCEDO MARIN, MARIA DOLORES",COMPARACIÓN DEL FUNCIONAMIENTO EJECUTIVO Y DEL RENDIMIENTO EN PLANIFICACIÓN EN EL TRASTORNO PRO DÉFICIT DE ATENCIÓN CON HIPERACTIVIDAD (TDAH) Y TRASTORNO DEL ESPECTRO AUTISTA (TEA),GUTIÉRREZ,MARTÍNEZ,BLANCA
18-01-2013,2013,"PARRA VASQUEZ, BEATRIZ DE LAS MERCEDES",PENSAMIENTO CRITICO Y HABILIDADES COMUNICATIVAS DE ESTUDIANTES UNIVERSITARIOS EN CHILE: TENSIONES Y DESAFIOS ASOCIADOS A SU PERFIL DE INGRESO A LA UNIVERSIDAD,VILLENA,HIGUERAS,JOSÉ LUIS
21-01-2013,2013,"CANO  MONTORO, ENCARNACION",LA REGION DE PRIEGO DE CORDOBA EN EL PROCESO DE FORMACION DE AL-ANDALUS (SIGLOS VIII-XI),MALPICA,CUELLO,ANTONIO
21-01-2013,2013,"FERNANDEZ DAZA, MARTHA PATRICIA",CARACTERÍSTICAS PSICOLÓGICAS Y PSICOPATOLÓGICAS DE ADOLESCENTES VENEZOLANOS INSTITUCIONALIZADOS,FERNÁNDEZ,PARRA,ANTONIO
22-01-2013,2013,"MARTINEZ VILLAR, ALBERTO JOSE",LA EDUCACIÓN AMBIENTAL Y LA FORMACIÓN PROFESIONAL PARA EL EMPLEO. LA INTEGRACIÓN DE LA SENSIBILIZACIÓN AMBIENTAL,PERALES,PALACIOS,FRANCISCO JAVIER
22-01-2013,2013,"MARTINEZ VILLAR, ALBERTO JOSE",LA EDUCACIÓN AMBIENTAL Y LA FORMACIÓN PROFESIONAL PARA EL EMPLEO. LA INTEGRACIÓN DE LA SENSIBILIZACIÓN AMBIENTAL,GUTIÉRREZ,PÉREZ,JOSÉ
24-01-2013,2013,"BASSAM YASEEN, AHMAD",LA INVASION DE IRAQ EN LA PRENSA  ESPAÑOLA Y ARABE. JUSTIFICACION DE LA GUERRA Y CREADORES DE OPINION,BELLÓN,CAZABÁN,JUAN ALFREDO
24-01-2013,2013,"BASSAM YASEEN, AHMAD",LA INVASION DE IRAQ EN LA PRENSA  ESPAÑOLA Y ARABE. JUSTIFICACION DE LA GUERRA Y CREADORES DE OPINION,TAWFIK,MOHAMED-ESSAWY,ALY
25-01-2013,2013,"QI, MING",THREE ESSAYS ON THE BANKING AND FINANCIAL SECTOR OF CHINA,CARBÓ,VALVERDE,SANTIAGO
25-01-2013,2013,"XIMENES OLIVEIRA, ANA CELESTE",ESTUDIO DE LA EXPRESIÓN GÉNICA EN LA ENFERMEDAD PERIODONTAL Y OBTENCIÓN DE UN MODELO DE MATRIZ BIOLÓGICA DESCELULARIZADA PARA LA REGENERACIÓN TISULAR GUIADA,SÁNCHEZ,QUEVEDO,MARÍA DEL CARMEN
25-01-2013,2013,"QI, MING",THREE ESSAYS ON THE BANKING AND FINANCIAL SECTOR OF CHINA,RODRÍGUEZ,FERNÁNDEZ,FRANCISCO
25-01-2013,2013,"XIMENES OLIVEIRA, ANA CELESTE",ESTUDIO DE LA EXPRESIÓN GÉNICA EN LA ENFERMEDAD PERIODONTAL Y OBTENCIÓN DE UN MODELO DE MATRIZ BIOLÓGICA DESCELULARIZADA PARA LA REGENERACIÓN TISULAR GUIADA,GARZÓN,BELLO,INGRID JOHANNA
28-01-2013,2013,"FIGUEROA VARELA, MARLEN ALEJANDRA",EVALUACION CONDUCTUAL Y PSICOFISIOLOGICA DE LA IMPULSIVIDAD Y SU RELACION CON EL DEFICIT ATENCIONAL CON/SIN HIPERACTIVIDAD (TDAH),ANLLO,VENTO,LOURDES
28-01-2013,2013,"FIGUEROA VARELA, MARLEN ALEJANDRA",EVALUACION CONDUCTUAL Y PSICOFISIOLOGICA DE LA IMPULSIVIDAD Y SU RELACION CON EL DEFICIT ATENCIONAL CON/SIN HIPERACTIVIDAD (TDAH),VILA,CASTELLAR,JAIME
28-01-2013,2013,"HERRERA CASTILLO, LAURA ESTEFANIA",EL CARÁCTER FUNCIONALISTA DE LA METAFÍSICA LEIBNIZIANA,NICOLÁS,MARÍN,JUAN ANTONIO
28-01-2013,2013,"SULEIMAN MARTOS, YAMINA",RESULTADOS A LARGO PLAZO DE LA RADIOCIRUGIA EN ADENOMAS HIPOFISATIOS,MARTÍN,LINARES,JOSÉ MARÍA
28-01-2013,2013,"ARENAS ORTIZ, MARÍA",CONCEPCIONES ACERCA DE LA PAZ DESDE LA PERSPECTIVA DE LOS ESTUDIANTES DE MAGISTERIO,LÓPEZ,LÓPEZ,MARÍA CARMEN
28-01-2013,2013,"SULEIMAN MARTOS, YAMINA",RESULTADOS A LARGO PLAZO DE LA RADIOCIRUGIA EN ADENOMAS HIPOFISATIOS,TORRES,VELA,ELENA MARÍA
28-01-2013,2013,"ARENAS ORTIZ, MARÍA",CONCEPCIONES ACERCA DE LA PAZ DESDE LA PERSPECTIVA DE LOS ESTUDIANTES DE MAGISTERIO,FERNÁNDEZ,HERRERÍA,ALFONSO
29-01-2013,2013,"SANCHEZ MONTESERIN, CARLOS MIGUEL",PROPUESTA DE MEJORAS AL DISEÑO CURRICULAR DEL PLAN DE ESTUDIO DE LA CARRERA DE INGENIERIA DE PROCESOS AGROINDUSTRIALES QUE SE DESARROLLA EN LAS SEDES UNIVERSITARIAS MUNICIPALES CORRESPONDIENTES......,OLMEDO,MORENO,EVA MARÍA
29-01-2013,2013,"GAVARRETE VILLAVERDE, MARIA ELENA",MODELO DE APLICACIÓN DE ETNOMATEMÁTICAS EN LA FORMACIÓN DE PROFESORES PARA CONTEXTOS INDÍGENAS EN COSTA RICA,OLIVERAS,CONTRERAS,MARÍA LUISA
29-01-2013,2013,"rotolo, antonio",LA FORMAZIONE SOCIALE ISLAMICA IN SICILIA. POPOLAMENTO E PAESAGGIO MEDIEVALE NELL'AREA DEI MONTI DI TRAPANI ATTRAVERSO L'ARCHEOLOGIA,MARTÍN,CIVANTOS,JOSÉ MARÍA
29-01-2013,2013,"SANCHEZ MONTESERIN, CARLOS MIGUEL",PROPUESTA DE MEJORAS AL DISEÑO CURRICULAR DEL PLAN DE ESTUDIO DE LA CARRERA DE INGENIERIA DE PROCESOS AGROINDUSTRIALES QUE SE DESARROLLA EN LAS SEDES UNIVERSITARIAS MUNICIPALES CORRESPONDIENTES......,EXPÓSITO,LÓPEZ,JORGE
30-01-2013,2013,"SANCHEZ PEREZ, JOSE",LA CONFIGURACION JURIDICA DEL ACCIDENTE DE TRABAJO,MONEREO,PÉREZ,JOSÉ LUIS
01-02-2013,2013,"SALLAM MAAITAH, QAIS KHALEEL",LA REGULACIÓN JURÍDICA DE TRANSPORTE Y SUS CLASES EN LA MODERNA LEGISLACIÓN COMPARADA. ESPECIAL REFERENCIA A LA REGULACIÓN JORDANA Y ESPAÑOLA,PÉREZ-SERRABONA,GONZÁLEZ,JOSÉ LUIS
01-02-2013,2013,"BOVE PEREZ, MARIA ISABEL","STUNTING, OVERWEIGHT AND CHILD DEVELOPMENT IMPAIRMENT GO HAND IN HAND AS KEY PROBLEMS OF EARLY INFANCY: URUGAYAN CASE",CAMPOY,FOLGOSO,CRISTINA
01-02-2013,2013,"BOVE PEREZ, MARIA ISABEL","STUNTING, OVERWEIGHT AND CHILD DEVELOPMENT IMPAIRMENT GO HAND IN HAND AS KEY PROBLEMS OF EARLY INFANCY: URUGAYAN CASE",MIRANDA,LEÓN,MARÍA TERESA
04-02-2013,2013,"VARELA BAEZ, CARMEN DELIA",INFLUENCIA DE LA INFORMATICA EDUCATIVA EN LA PERCEPCION VISOMOTORA DE LAS PERSONAS CON SINTROME DE DOWN,CHACÓN,MEDINA,ANTONIO
04-02-2013,2013,"VARELA BAEZ, CARMEN DELIA",INFLUENCIA DE LA INFORMATICA EDUCATIVA EN LA PERCEPCION VISOMOTORA DE LAS PERSONAS CON SINTROME DE DOWN,MIÑÁN,ESPIGARES,ANTONIO
04-02-2013,2013,"VARELA BAEZ, CARMEN DELIA",INFLUENCIA DE LA INFORMATICA EDUCATIVA EN LA PERCEPCION VISOMOTORA DE LAS PERSONAS CON SINTROME DE DOWN,MARTÍNEZ,RODRÍGUEZ,JUAN BAUTISTA
05-02-2013,2013,"OLIVER, AMY DOLIN",CHANGING PERSPECTIVES AT THE GOYA AWARDS: MIGRANT AND ETHNIC IDENTITY CONSTRUCTION IN CONTEMPORARY SPANISH CINEMA (2004-2011),GRANDE,ROSALES,MARÍA ÁNGELES
08-02-2013,2013,"GARRIDO CASTELLANO, Carlos",CONTINENTE DE INSULARIDADES. ARTE Y CONTEXTO EN EL CARIBE EN EL CAMBIO DE MILENIO,LÓPEZ-GUZMÁN,GUZMÁN,RAFAEL JESÚS
08-02-2013,2013,"GARRIDO CASTELLANO, Carlos",CONTINENTE DE INSULARIDADES. ARTE Y CONTEXTO EN EL CARIBE EN EL CAMBIO DE MILENIO,GUILLÉN,MARCOS,ESPERANZA
11-02-2013,2013,"SALMOO, MAYSAM IMAD NASER",LAS TENDENCIAS DEL ARTE MODERNO Y SU INFLUENCIA EN LA CERÁMICA CONTEMPORANEA IRAKÍ,JÓDAR,MIÑARRO,ASUNCIÓN
11-02-2013,2013,"MUÑOZ MUÑOZ, ESPERANZA","PREVALENCIA, ACTITUD Y CONOCIMIENTO DEL TABACO Y DE TERAPIAS DE DESHABITUACIÓN TABÁQUICA DE LOS ESTUDIANTES DE FARMACIA DE ESPAÑA. ESTUDIO PRECOTABAC",MARTÍNEZ,MARTÍNEZ,FERNANDO
12-02-2013,2013,"MORENO NAVARRO, FERNANDO MANUEL",DISEÑO DE UN MÉTODO DE ENSAYO DE LABORATORIO PARA EL ANÁLISIS DE LA RESISTENCIA A FISURACIÓN DE MEZCLAS BITUMINOSAS,RUBIO,GÁMEZ,MARÍA DEL CARMEN
14-02-2013,2013,"VALENZA, MARIE CARMEN",ALTERACION DEL SUEÑO Y CORMOBILIDAD EN POBLACIÓN MEDITERRÁNEA: EL CASO DE LA APNEA DEL SUEÑO,BOTELLA,LÓPEZ,MIGUEL CECILIO
14-02-2013,2013,"VALENZA, MARIE CARMEN",ALTERACION DEL SUEÑO Y CORMOBILIDAD EN POBLACIÓN MEDITERRÁNEA: EL CASO DE LA APNEA DEL SUEÑO,MUÑOZ,CASAUBÓN,TOMÁS
14-02-2013,2013,"VALENZA, MARIE CARMEN",ALTERACION DEL SUEÑO Y CORMOBILIDAD EN POBLACIÓN MEDITERRÁNEA: EL CASO DE LA APNEA DEL SUEÑO,VALENZA,DEMET,GERALD
15-02-2013,2013,"BACA MORILLA, YOLANDA",MECANISMOS IMPLICADOS EN LA HIPERTENSIÓN INDUCIDA POR UN AUMENTO DE ESTRÉS OXIDATIVO: INTERACCIONES CON OTROS FACTORES PATOGÉNICOS,OSUNA,ORTEGA,ANTONIO
15-02-2013,2013,"BACA MORILLA, YOLANDA",MECANISMOS IMPLICADOS EN LA HIPERTENSIÓN INDUCIDA POR UN AUMENTO DE ESTRÉS OXIDATIVO: INTERACCIONES CON OTROS FACTORES PATOGÉNICOS,VARGAS,PALOMARES,JOSÉ FÉLIX
15-02-2013,2013,"JIMENEZ TRUJILLO, MARÍA TANIA",NUEVAS APLICACIONES DE LA QUÍMICA DEL TITANOCENO (III): REDUCCIÓN DE RADICALES CARBONADOS Y SÍNTESIS BIOINSPIRADA DE ESQUELETOS TERPÉNICOS,CUERVA,CARVAJAL,JUAN MANUEL
15-02-2013,2013,"GIMENEZ MANZORRO, ALVARO",PROGRAMA PARA LA CONCILIACIÓN DE LA MEDIACIÓN AL INGRESO EN UNA UNIDAD DE CIRUGÍA GENERAL,MARTÍNEZ,MARTÍNEZ,FERNANDO
15-02-2013,2013,"ESPINOSA RAMIREZ, ANTONIO BERNARDO",LA IMAGEN DEL JUDIO Y LO JUDIO A TRAVÉS DE LAS REVISTAS GRÁFICAS ESPAÑOLAS DESDE FINALES DEL SIGLO XIX HASTA LA CREACION DEL ESTADO DE ISRAEL(1948),RUIZ,RODRÍGUEZ,ANTONIO ÁNGEL
15-02-2013,2013,"GIMENEZ MANZORRO, ALVARO",PROGRAMA PARA LA CONCILIACIÓN DE LA MEDIACIÓN AL INGRESO EN UNA UNIDAD DE CIRUGÍA GENERAL,CALLEJA,HERNÁNDEZ,MIGUEL ÁNGEL
15-02-2013,2013,"BACA MORILLA, YOLANDA",MECANISMOS IMPLICADOS EN LA HIPERTENSIÓN INDUCIDA POR UN AUMENTO DE ESTRÉS OXIDATIVO: INTERACCIONES CON OTROS FACTORES PATOGÉNICOS,RODRÍGUEZ,GÓMEZ,ISABEL MARÍA
15-02-2013,2013,"JIMENEZ TRUJILLO, MARÍA TANIA",NUEVAS APLICACIONES DE LA QUÍMICA DEL TITANOCENO (III): REDUCCIÓN DE RADICALES CARBONADOS Y SÍNTESIS BIOINSPIRADA DE ESQUELETOS TERPÉNICOS,JUSTICIA,LADRÓN DE GUEVARA,JOSÉ
22-02-2013,2013,"MUGNOLO, JUAN PABLO","ESTRUCTURA DE LA NEGOCIACION COLECTIVA, LA INTERVENCION ESTATAL Y SU INFLUENCIA EN SU CONFIGURACION",VIDA,SORIA,JOSÉ
22-02-2013,2013,"MONTEAGUDO SANCHEZ, CELIA",SEGUIMIENTO GENERACIONAL DE HÁBITOS NUTRICIONALES DE POBLACIÓN FEMENINA ESPAÑOLA,OLEA,SERRANO,MARÍA ROSARIO FÁTIMA
22-02-2013,2013,"ABDELAZIZ MOHAMED, MOHAMED",HOW SPECIES ARE EVOLUTIONARY MAINTAINED? POLLINATOR-MEDIATED DIVERGENCE AND HYBRIDIZATION IN ERYSIMUM MEDIOHISPANICUM AND E. NEVADENSE,PERFECTTI,ÁLVAREZ,FRANCISCO
22-02-2013,2013,"ABDELAZIZ MOHAMED, MOHAMED",HOW SPECIES ARE EVOLUTIONARY MAINTAINED? POLLINATOR-MEDIATED DIVERGENCE AND HYBRIDIZATION IN ERYSIMUM MEDIOHISPANICUM AND E. NEVADENSE,GÓMEZ,REYES,JOSÉ MARÍA
22-02-2013,2013,"FLOR PEREGRIN, MARIA ELENA",USO DE AGENTES DE CONTROL Y PROTECCION BIOLOGICA FRENTE A NEMATODOS DEL GENERO MELOIDOGYNE EN CULTIVOS PROTEGIDOS BAJO PLASTICO,MARTOS,NÚÑEZ,MARÍA VANESA
22-02-2013,2013,"MONTEAGUDO SANCHEZ, CELIA",SEGUIMIENTO GENERACIONAL DE HÁBITOS NUTRICIONALES DE POBLACIÓN FEMENINA ESPAÑOLA,MARISCAL,ARCAS,MIGUEL
25-02-2013,2013,"MUROS MOLINA, JOSE JOAQUIN",INFLUENCIA DE LA ACTIVIDAD FÍSICA Y LA NUTRICIÓN EN JÓVENES,LÓPEZ,GARCÍA DE LA SERRANA,HERMINIA
25-02-2013,2013,"GONZALEZ LOPEZ, JOSE ANDRES",RECONOCIMIENTO ROBUSTO DE VOZ CON DATOS PERDIDOS O INCIERTOS,PEINADO,HERREROS,ANTONIO MIGUEL
25-02-2013,2013,"MUROS MOLINA, JOSE JOAQUIN",INFLUENCIA DE LA ACTIVIDAD FÍSICA Y LA NUTRICIÓN EN JÓVENES,ZABALA,DÍAZ,MIKEL
25-02-2013,2013,"GONZALEZ LOPEZ, JOSE ANDRES",RECONOCIMIENTO ROBUSTO DE VOZ CON DATOS PERDIDOS O INCIERTOS,GÓMEZ,GARCÍA,ÁNGEL MANUEL
25-02-2013,2013,"MUROS MOLINA, JOSE JOAQUIN",INFLUENCIA DE LA ACTIVIDAD FÍSICA Y LA NUTRICIÓN EN JÓVENES,OLIVERAS,LÓPEZ,MARÍA JESÚS
26-02-2013,2013,"MARTIN MARTINEZ, VICTOR JESUS",ESTRATEGIAS DE REPRESENTACIÓN DEL ESQUEMA DE CASA EN EL DIBUJO ESPONTÁNEO INFANTIL: INTERP. GEOMETRICO-ARQUITECTÓNICA,MARÍN,VIADEL,RICARDO
26-02-2013,2013,"LANDEROS CASILLAS, MARTHA ILEANA",DIALOGOS TRANSCULTURALES A TRAVES DE IMÁGENES: CONSTRUCCIÓN DE LA IDENTIDAD VISUAL EN ENTORNOS EDUCATIVOS EN GAMBIA. LA VISIÓN FOTOGRÁFICA DE LOS NIÑOS Y NIÑAS DE LAMIN,MARÍN,VIADEL,RICARDO
27-02-2013,2013,"EGEA GARCIA, MARIA",LOS ESPACIOS DE LA CREACIÓN: LA REPRESENTACIÓN DE TALLERES DE ARTISTA DESDE EL ROMANTICISMO HASTA LAS PRIMERAS VANGUARDIAS,GUILLÉN,MARCOS,ESPERANZA
04-03-2013,2013,"RUBIO GOMEZ, MARIA",CONSTRUYENDO DIFERENCIAS DESDE LAS RETÓRICAS DE LA IGUALDAD: EL CASO DEL ALUMNADO DENOMINADO LATINOAMERICANO EN LA ETAPA DE EDUCACIÓN SECUNDARIA OBLIGATORIA,GARCÍA,CASTAÑO,FRANCISCO JAVIER
04-03-2013,2013,"RUBIO GOMEZ, MARIA",CONSTRUYENDO DIFERENCIAS DESDE LAS RETÓRICAS DE LA IGUALDAD: EL CASO DEL ALUMNADO DENOMINADO LATINOAMERICANO EN LA ETAPA DE EDUCACIÓN SECUNDARIA OBLIGATORIA,OLMOS,ALCARAZ,ANTONIA
06-03-2013,2013,"AHMED RADI ABOUARAB, MOHAMED",EL SÍMBOLO Y LA SIMBOLOGÍA EN EL ARTE COPTO,MALPICA,CUELLO,ANTONIO
06-03-2013,2013,"GARCIA MARAVER, ANGELA MARIA",OPTIMIZACIÓN DEL PROCESO DE PELLETIZACIÓN DE RESIDUOS AGRÍCOLAS PROCEDENTES DEL OLIVAR PARA SU APLICACIÓN EN CALDERAS DOMÉSTICAS,ZAMORANO,TORO,MONTSERRAT
06-03-2013,2013,"GARCIA MARAVER, ANGELA MARIA",OPTIMIZACIÓN DEL PROCESO DE PELLETIZACIÓN DE RESIDUOS AGRÍCOLAS PROCEDENTES DEL OLIVAR PARA SU APLICACIÓN EN CALDERAS DOMÉSTICAS,RAMOS,RIDAO,ÁNGEL FERMÍN
07-03-2013,2013,"NG TEAJAN ORTEGA, MARIA DE JESUS","""DEL RANCHO A LA COLONIA"": LA CONSTRUCCIÓN DE LAS IDENTIDADES EN EL PROCESO DE URBANIZACIÓN DE UNA COLONIA POPULAR EN XALAPA, MEXICO",GARCÍA,CASTAÑO,FRANCISCO JAVIER
07-03-2013,2013,"HURTADO LOPEZ, FATIMA",DIÁLOGOS FILOSÓFICOS EUROPA-AMÉRICA LATINA: HACIA UN UNIVERSALISMO ABIERTO A LA DIVERSIDAD. ENRIQUE DUSSEL Y LA ÉTICA DE LA LIBERACIÓN,ESTRADA,DÍAZ,JUAN ANTONIO
08-03-2013,2013,"PASTORIZA DE LA CUEVA, SILVIA",EFECTO DE LA INGESTA DE COMPUESTOS AVANZADOS DE LA REACCIÓN DE MAILLARD SOBRE EL METABOLISMO GASTROINSTESTINAL,RUFIÁN,HENARES,JOSÉ ÁNGEL
08-03-2013,2013,"BUENDIA CASTRO, MIRIAM",PHRASEOLOGY IN SPECIALIZED LANGUAGE AND ITS REPRESENTATION IN ENVIRONMENTAL KNOWLEDGE RESOURCES,FABER,BENÍTEZ,PAMELA BLANCHAR
08-03-2013,2013,"ARENAS LOPEZ, AURELIA",ESTUDIO DE GRADO DE CONOCIMIENTO Y CUMPLIMIENTO DE LOS DERECHOS DE LOS PACIENTES POR PARTE DE LOS PROFESIONALES EN CIENCIAS DE LA SALUD,MIRANDA,LEÓN,MARÍA TERESA
08-03-2013,2013,"RIVAS OLIVO, MAURO ALFREDO",ANÁLISIS EPISTÉMICO Y COGNITIVO DE TAREAS DE PROPORCIONALIDAD EN LA FORMACIÓN DE PROFESORES DE EDUCACIÓN PRIMARIA,DÍAZ,GODINO,JUAN
08-03-2013,2013,"ARENAS LOPEZ, AURELIA",ESTUDIO DE GRADO DE CONOCIMIENTO Y CUMPLIMIENTO DE LOS DERECHOS DE LOS PACIENTES POR PARTE DE LOS PROFESIONALES EN CIENCIAS DE LA SALUD,CASTELLANO,ARROYO,MARÍA
08-03-2013,2013,"ARENAS LOPEZ, AURELIA",ESTUDIO DE GRADO DE CONOCIMIENTO Y CUMPLIMIENTO DE LOS DERECHOS DE LOS PACIENTES POR PARTE DE LOS PROFESIONALES EN CIENCIAS DE LA SALUD,RECHE,MOLINA,ADORACIÓN
08-03-2013,2013,"BUENDIA CASTRO, MIRIAM",PHRASEOLOGY IN SPECIALIZED LANGUAGE AND ITS REPRESENTATION IN ENVIRONMENTAL KNOWLEDGE RESOURCES,LÓPEZ,RODRÍGUEZ,CLARA INÉS
08-03-2013,2013,"MESEGUER GALVAN, SHANTAL","IMAGINARIOS DE FUTURO DE LA JUVENTUD RURAL: EDUCACIÓN SUPERIOR INTERCULTURAL EN LA SIERRA ZONGOLIZA, VERACRUZ, MÉXICO",MARTÍNEZ,CHICÓN,RAQUEL
08-03-2013,2013,"MESEGUER GALVAN, SHANTAL","IMAGINARIOS DE FUTURO DE LA JUVENTUD RURAL: EDUCACIÓN SUPERIOR INTERCULTURAL EN LA SIERRA ZONGOLIZA, VERACRUZ, MÉXICO",DIETZ,,GUNTHER
11-03-2013,2013,"MUÑOZ PAJARES, ANTONIO JESUS","ERYSIMUM MEDIOHISPANICUM AT THE EVOLUTIONARY CROSSROAD: PHYLOGEOGRAPHY, PHENOTYPE AND POLLINATORS",PERFECTTI,ÁLVAREZ,FRANCISCO
11-03-2013,2013,"COLMENARES DE SANTIVAÑEZ, MARIA EUGENIA",PROPUESTA DE ESTRATEGIAS MULTIDISCIPLINARES CON INTERVENCIÓN FARMACÉUTICA EN LA UTILIZACIÓN DE LOS ANTIMICROBIANOS EN INSTITUCIONES DE SALUD,MARTÍNEZ,MARTÍNEZ,FERNANDO
11-03-2013,2013,"MUÑOZ PAJARES, ANTONIO JESUS","ERYSIMUM MEDIOHISPANICUM AT THE EVOLUTIONARY CROSSROAD: PHYLOGEOGRAPHY, PHENOTYPE AND POLLINATORS",GÓMEZ,REYES,JOSÉ MARÍA
11-03-2013,2013,"COLMENARES DE SANTIVAÑEZ, MARIA EUGENIA",PROPUESTA DE ESTRATEGIAS MULTIDISCIPLINARES CON INTERVENCIÓN FARMACÉUTICA EN LA UTILIZACIÓN DE LOS ANTIMICROBIANOS EN INSTITUCIONES DE SALUD,CALLEJA,HERNÁNDEZ,MIGUEL ÁNGEL
12-03-2013,2013,"MUNERA RAMOS, MARIA DEL PILAR",EL DUELO POR SUICIDIO. ANÁLISIS DEL DISCURSO DE F AMILIARES Y DE PROFESIONALES DE SALUD MENTAL,RODRÍGUEZ,FERNÁNDEZ,ANDRÉS
12-03-2013,2013,"MUNERA RAMOS, MARIA DEL PILAR",EL DUELO POR SUICIDIO. ANÁLISIS DEL DISCURSO DE F AMILIARES Y DE PROFESIONALES DE SALUD MENTAL,ZARCO,MARTÍN,VICTORIA EUGENIA
