Rama,Rank ,Nombre ,Citas ,h-index ,Perfil,Grupo
Ingeniería y Tecnología  ,176, MARIA RAQUEL UREÑA PEREZ,21,3,http://scholar.google.es/citations?user=AJ28XbIAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,177, LEOVIGILDO SANCHEZ CASADO,18,3,http://scholar.google.es/citations?user=igR9Y4sAAAAJ&hl=es,TIC233
Ingeniería y Tecnología  ,178, JORGE CASTRO GALLARDO,15,1,https://scholar.google.es/citations?user=us3V0pcAAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,179, DAVID ESCOLANO MARGARIT,13,2,http://scholar.google.es/citations?user=S-xXKMAAAAJ&hl=es,TEP167
Ingeniería y Tecnología  ,180, ELADIO GARVI GARCIA,12,2,http://scholar.google.es/citations?user=1WvCym8AAAAJ&hl=es,TIC172
Ingeniería y Tecnología  ,180, FERNANDO MARTINEZ MARTI,12,2,http://scholar.google.es/citations?user=Ema_0UAAAAJ&hl=es,TIC105
Ingeniería y Tecnología  ,182, GONZALO MILLA MILLAN,11,2,http://scholar.google.es/citations?user=OU8iEBcAAAAJ&hl=es,TIC175
Ingeniería y Tecnología  ,182, LALA SEPTEM RIZA,11,2,http://scholar.google.es/citations?user=VeSwqQAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,182, PABLO MARTINEZ CAÑADA,11,2,http://scholar.google.es/citations?user=FNb-uCQAAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,185, ENRIQUE GONZALEZ MARIN,9,2,http://scholar.google.es/citations?user=NFN4TUAAAAJ&hl=es,TIC216
Ingeniería y Tecnología  ,186, JOSE RAFAEL LOPEZ ARCOS,8,1,http://scholar.google.es/citations?user=TbfbScAAAAJ&hl=es,TIC164
Ingeniería y Tecnología  ,187, JUAN ANTONIO MORENTE MOLINERA,7,2,http://scholar.google.es/citations?user=Ptw_3cQAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,187, RAFAEL CABAÑAS DE PAZ,7,1,http://scholar.google.es/citations?user=5ApYDHcAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,189, EDUARDO VICENTE LOPEZ,6,2,http://scholar.google.es/citations?user=TACciAAAAAJ&hl=es,TIC103
Ingeniería y Tecnología  ,190, CELIA ROMO PEÑA,5,1,http://scholar.google.es/citations?user=BdHWCYAAAAJ&hl=es,TIC167
Ingeniería y Tecnología  ,190, PABLO DAVID GUTIERREZ PEREZ,5,1,http://scholar.google.es/citations?user=UHSZfioAAAAJ&hl=es,TIC186
Ingeniería y Tecnología  ,190, ROBERTO MAGAN CARRION,5,1,http://scholar.google.es/citations?user=xJdPMqgAAAAJ&hl=es,TIC233
Ingeniería y Tecnología  ,190, VICTOR MARTIN GOMEZ,5,2,http://scholar.google.es/citations?user=rQAxV8gAAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,194, MARIA SOFIA MARTINEZ GARCIA,3,1,https://scholar.google.es/citations?user=snLmgR4AAAAJ&hl=es,TIC015
Ingeniería y Tecnología  ,195, MANUEL ALEJANDRO FERNANDEZ RUIZ,1,1,http://scholar.google.es/citations?user=mWRPrCYAAAAJ&hl=es,TEP190
Ingeniería y Tecnología  ,196, CARMEN NAVARRO LUZON,0,0,http://scholar.google.es/citations?user=7RG9y6sAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,196, DAVID ARREDONDO GARRIDO,0,0,http://scholar.google.es/citations?user=fryPLFEAAAAJ&hl=es,HUM813
Ingeniería y Tecnología  ,196, JOSE ANTONIO MORAL MUÑOZ,0,0,http://scholar.google.es/citations?user=3DcCBSYAAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,196, JOSE LUIS GUTIERREZ RIVAS,0,0,http://scholar.google.es/citations?user=B6bhfRAAAAAJ&hl=es,TIC117
Ingeniería y Tecnología  ,196, JUAN MANUEL SOTO RUEDA,0,0,https://scholar.google.es/citations?user=yW_1rL8AAAAJ&hl=es,SINGRUPO
Ingeniería y Tecnología  ,196, LAURA FERNANDEZ MARTIN,0,0,http://scholar.google.es/citations?user=BLbVxIAAAAJ&hl=es,TIC111
Ingeniería y Tecnología  ,196, OLMO LEON CADAHI,0,0,http://scholar.google.es/citations?user=FCLSNvIAAAAJ&hl=es,SINGRUPO
