Rama,Rank ,Nombre ,Citas ,h-index ,Perfil,Grupo
Ciencias de la Salud  ,113, JUAN BONITCH DOMINGUEZ,78,5,http://scholar.google.es/citations?user=P9G-yC0AAAAJ&hl=es,SEJ438
Ciencias de la Salud  ,114, Mª ELVIRA DE LUNA BERTOS,70,5,http://scholar.google.es/citations?user=UXLmUWQAAAAJ&hl=es,BIO277
Ciencias de la Salud  ,115, JAVIER RAMOS TORRECILLAS,65,5,http://scholar.google.es/citations?user=TNSbqFcAAAAJ&hl=es,BIO277
Ciencias de la Salud  ,116, MARIA JULIA MORALES CASTILLO,64,2,http://scholar.google.es/citations?user=3CMZXwIAAAAJ&hl=es,HUM740
Ciencias de la Salud  ,117, RAFAEL GONZALEZ CANO,63,3,https://scholar.google.es/citations?user=PkGuTooAAAAJ&hl=es,CTS109
Ciencias de la Salud  ,118, OSCAR DANIEL RANGEL HUERTA,60,1,http://scholar.google.es/citations?user=b1p1t1IAAAAJ&hl=es,CTS461
Ciencias de la Salud  ,119, LINA MARCELA CÓMBITA MERCHÁN,56,3,https://scholar.google.es/citations?user=X_f1VWQAAAAJ&hl=es,HUM379
Ciencias de la Salud  ,119, MAURO MARCHITTO,56,4,http://scholar.google.es/citations?user=XaOrUAAAAAJ&hl=es,HUM687
Ciencias de la Salud  ,119, RAQUEL ESCOBAR MOLINA,56,5,http://scholar.google.es/citations?user=BsKxsqwAAAAJ&hl=es,HUM844
Ciencias de la Salud  ,122, MARIA JESUS ALVAREZ CUBERO,54,4,http://scholar.google.es/citations?user=Rr7KfLAAAAAJ&hl=es,BIO253
Ciencias de la Salud  ,123, MIGUEL ANGEL MARTIN PIEDRA,51,4,http://scholar.google.es/citations?user=OjMtW0AAAAJ&hl=es,CTS115
Ciencias de la Salud  ,124, DANIEL CAMILETTI MOIRON,50,5,http://scholar.google.es/citations?user=svwPWYUAAAAJ&hl=es,AGR145
Ciencias de la Salud  ,125, DAVID GARCIA BURGOS,49,4,http://scholar.google.es/citations?user=TTVnkNUAAAAJ&hl=es,HUM784
Ciencias de la Salud  ,125, JOSE JOAQUIN MUROS MOLINA,49,4,http://scholar.google.es/citations?user=iBr7KFkAAAAJ&hl=es,AGR141
Ciencias de la Salud  ,127, VICTOR SEGURA JIMENEZ,45,4,http://scholar.google.es/citations?user=nT4AcsAAAAJ&hl=es,CTS545
Ciencias de la Salud  ,128, ELISA MARTIN-AREVALO,36,3,http://scholar.google.es/citations?user=NTqJU4AAAAJ&hl=es,HUM379
Ciencias de la Salud  ,129, MARYEM TORRES QUESADA,29,2,http://scholar.google.es/citations?user=VpBqNsgAAAAJ&hl=es,HUM379
Ciencias de la Salud  ,130, FERNANDO ESTEVEZ LOPEZ,27,3,http://scholar.google.es/citations?user=qiTFHcAAAAJ&hl=es,CTS545
Ciencias de la Salud  ,131, MARTA GIL NAJERA,24,3,http://scholar.google.es/citations?user=Mz4UqJUAAAAJ&hl=es,HUM784
Ciencias de la Salud  ,132, IRENE CABRERA MARTOS,21,3,http://scholar.google.es/citations?user=LGIhNUAAAAJ&hl=es,CTS009
Ciencias de la Salud  ,133, JUAN VERDEJO ROMAN,20,3,http://scholar.google.es/citations?user=fry6PoAAAAJ&hl=es,CTS581
Ciencias de la Salud  ,134, FRANCISCO JAVIER HUERTAS DELGADO,16,2,http://scholar.google.es/citations?user=FicXOXIAAAAJ&hl=es,CTS545
Ciencias de la Salud  ,134, MARIO PULIDO MORAN,16,2,http://scholar.google.es/citations?user=0iAk-w4AAAAJ&hl=es,CTS627
Ciencias de la Salud  ,134, SANDRA LOPEZ LAZARO,16,2,http://scholar.google.es/citations?user=oRjAIMAAAAJ&hl=es,CTS112
Ciencias de la Salud  ,137, JAVIER IRURITA OLIVARES,15,2,http://scholar.google.es/citations?user=SJvGmXMAAAAJ&hl=es,CTS112
Ciencias de la Salud  ,137, OLGA OCON HERNANDEZ,15,1,http://scholar.google.es/citations?user=iKlVVsAAAAJ&hl=es,CTS515
Ciencias de la Salud  ,139, ANDRES BERNARDO FERNANDEZ REVELLES,12,2,http://scholar.google.es/citations?user=EJG0gvIAAAAJ&hl=es,HUM161
Ciencias de la Salud  ,139, MARIA DEL MAR MORALES HEVIA,12,1,http://scholar.google.es/citations?user=Hw1IsxQAAAAJ&hl=es,SINGRUPO
Ciencias de la Salud  ,141, MANUEL FERNANDEZ ALCÁNTARA,10,2,http://scholar.google.es/citations?user=T3zwx2QAAAAJ&hl=es,CTS436
Ciencias de la Salud  ,142, ANTONIO GOMEZ MARTIN,9,2,http://scholar.google.es/citations?user=sqf_qlsAAAAJ&hl=es,BIO253
Ciencias de la Salud  ,142, IRENE TORRES SANCHEZ,9,2,https://scholar.google.es/citations?user=H1EZCooAAAAJ&hl=es,SINGRUPO
Ciencias de la Salud  ,142, JAVIER COUREL IBAÑEZ,9,1,http://scholar.google.es/citations?user=RS3-yIAAAAJ&hl=es,HUM844
Ciencias de la Salud  ,142, VIRGINIA ANA MARTINEZ RUIZ,9,1,http://scholar.google.es/citations?user=-EmvS4AAAAJ&hl=es,CTS137
Ciencias de la Salud  ,146, ALBERTO SORIANO MALDONADO,8,2,http://scholar.google.es/citations?user=fdbcRkAAAAJ&hl=es,CTS545
Ciencias de la Salud  ,147, ENRIQUE MOLINA MARTIN,7,1,http://scholar.google.es/citations?user=SLOMWHkAAAAJ&hl=es,HUM957
Ciencias de la Salud  ,148, DAFINA PETROVA,4,1,http://scholar.google.es/citations?user=QrAGkAAAAAJ&hl=es,CTS176
Ciencias de la Salud  ,149, AMADOR GARCIA RAMOS,3,1,http://scholar.google.es/citations?user=AfVvebYAAAAJ&hl=es,SEJ438
Ciencias de la Salud  ,149, AZUCENA ORTEGA VALDIVIESO,3,1,http://scholar.google.es/citations?user=uGCPgsAAAAAJ&hl=es,CTS526
Ciencias de la Salud  ,149, IKER JAVIER BAUTISTA SANCHEZ,3,1,http://scholar.google.es/citations?user=LFQMQwAAAAJ&hl=es,CTS642
Ciencias de la Salud  ,149, MARIA BELEN DE RUEDA VILLEN,3,1,http://scholar.google.es/citations?user=_NO9dd0AAAAJ&hl=es,HUM727
Ciencias de la Salud  ,153, BORJA MANUEL MARTINEZ TELLEZ,2,1,http://scholar.google.es/citations?user=fWopukoAAAAJ&hl=es,CTS977
Ciencias de la Salud  ,154, ANTONIO MAGAN FERNÁNDEZ,0,0,http://scholar.google.es/citations?user=cSzFglAAAAJ&hl=es,CTS583
Ciencias de la Salud  ,154, FRANCISCO JOSE TORRES ESPINOLA,0,0,https://scholar.google.es/citations?user=bJuksDgAAAAJ&hl=es,SINGRUPO
Ciencias de la Salud  ,154, JESUS MANUEL ALCALA BEJARANO CARRILLO,0,0,https://scholar.google.es/citations?user=mgPkvzAAAAAJ&hl=es,AGR260
Ciencias de la Salud  ,154, JULIA JIMENEZ LOPEZ,0,0,https://scholar.google.es/citations?user=QuW4fWMAAAAJ&hl=es,SINGRUPO
Ciencias de la Salud  ,154, MARIA EVA ORANTES GONZALEZ,0,0,https://scholar.google.es/citations?user=QM5cg0oAAAAJ&hl=es,CTS545
Ciencias de la Salud  ,154, NATALIA BUESO IZQUIERDO,0,0,http://scholar.google.es/citations?user=LgRsE4AAAAJ&hl=es,CTS581
Ciencias de la Salud  ,154, PATRICIA NAVARRO PEREZ,0,0,http://scholar.google.es/citations?user=VzkyIp4AAAAJ&hl=es,HUM603
Ciencias Sociales y Jurídicas  ,1, CARMEN BATANERO BERNABEU,6658,41,http://scholar.google.com/citations?user=CbJazy4AAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,2, JUAN DIAZ GODINO,5709,40,http://scholar.google.com/citations?user=3v9N8IUAAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,3, ANTONIO BOLIVAR BOTIA,4448,31,http://scholar.google.es/citations?user=cRwURsQAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,4, JUAN ALBERTO ARAGON CORREA,3422,18,http://scholar.google.es/citations?user=VGs5DPgAAAAJ&hl=es,SEJ481
Ciencias Sociales y Jurídicas  ,5, FRANCISCO JAVIER LLORENS MONTES,2977,29,http://scholar.google.es/citations?user=Dh1P_YwAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,6, JOSE GUTIERREZ PEREZ,2925,20,http://scholar.google.es/citations?user=1ZIClHQAAAAJ&hl=es,HUM890
Ciencias Sociales y Jurídicas  ,7, MIGUEL CARLOS MOYA MORALES,2705,25,http://scholar.google.es/citations?user=b-mfUzEAAAAJ&hl=es,HUM289
Ciencias Sociales y Jurídicas  ,8, SANTIAGO CARBO VALVERDE,2689,22,http://scholar.google.es/citations?user=vA0rtJUAAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,9, LUIS RICO ROMERO,2608,27,http://scholar.google.es/citations?user=kKHJ-okAAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,10, EMILIO DELGADO LOPEZ-COZAR,2363,25,http://scholar.google.es/citations?user=kyTHOh0AAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,11, VICTOR FEDERICO HERRERO SOLANA,2360,23,http://scholar.google.es/citations?user=OKIleUEAAAAJ&hl=es,SEJ036
Ciencias Sociales y Jurídicas  ,12, MANUEL FERNANDEZ CRUZ,1844,18,https://scholar.google.es/citations?user=8sJU7rQAAAAJ&hl=es,SEJ059
Ciencias Sociales y Jurídicas  ,13, EVARISTO JIMENEZ CONTRERAS,1809,21,http://scholar.google.com/citations?user=EJ34B9wAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,14, TEODORO LUQUE MARTINEZ,1629,18,http://scholar.google.es/citations?user=-IoQfocAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,15, LEONOR BUENDIA EISMAN,1475,14,http://scholar.google.es/citations?user=NzpXAE4AAAAJ&hl=es,HUM126
Ciencias Sociales y Jurídicas  ,16, BENJAMIN VARGAS QUESADA,1427,19,http://scholar.google.es/citations?user=b_A0QD4AAAAJ&hl=es,HUM466
Ciencias Sociales y Jurídicas  ,17, FERNANDO JUSTICIA JUSTICIA,1417,21,https://scholar.google.es/citations?user=MjJ1_g0AAAAJ&hl=es,HUM232
Ciencias Sociales y Jurídicas  ,18, JOSE LUIS GALLEGO ORTEGA,1252,14,http://scholar.google.es/citations?user=F06TBpQAAAAJ&hl=es,HUM871
Ciencias Sociales y Jurídicas  ,19, DANIEL TORRES SALINAS,1242,20,http://scholar.google.com/citations?user=wQUrJIoAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,20, FRANCISCO RODRIGUEZ FERNANDEZ,1193,15,https://scholar.google.es/citations?user=-nwcl3oAAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,21, SYLVIA ANA DEFIOR CITOLER,1131,17,http://scholar.google.com/citations?user=F7ClRn0AAAAJ&hl=es,HUM820
Ciencias Sociales y Jurídicas  ,22, MARIA PINTO MOLINA,1126,18,http://scholar.google.es/citations?user=LTyqhDQAAAAJ&hl=es,SEJ510
Ciencias Sociales y Jurídicas  ,23, JESUS DOMINGO SEGOVIA,1107,13,https://scholar.google.es/citations?user=0AWPJSUAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,24, JUAN BAUTISTA MARTINEZ RODRIGUEZ,1070,13,http://scholar.google.es/citations?user=GFpo5vcAAAAJ&hl=es,HUM267
Ciencias Sociales y Jurídicas  ,25, RAFAEL RUIZ PEREZ,988,16,http://scholar.google.es/citations?user=ozjAngUAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,26, FRANCISCO JAVIER PERALES PALACIOS,957,15,http://scholar.google.es/citations?user=Vfhl7LwAAAAJ&hl=es,HUM613
Ciencias Sociales y Jurídicas  ,27, LUIS MIGUEL MOLINA FERNANDEZ,927,14,https://scholar.google.es/citations?user=RV1ytJQAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,28, MARIA DEL MAR FUENTES FUENTES,881,14,https://scholar.google.es/citations?user=O2oyj8MAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,29, FRANCISCO JOSE (UGR) MARTINEZ LOPEZ,835,11,http://scholar.google.es/citations?user=JkWYkHMAAAAJ&hl=es,SEJ138
Ciencias Sociales y Jurídicas  ,30, JOSE ALBERTO CASTAÑEDA GARCIA,796,13,http://scholar.google.es/citations?user=RTpDwyAAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,31, MARIA JESUS GALLEGO ARRUFAT,786,14,http://scholar.google.es/citations?user=v7oWURQAAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,32, ANTONIO FERNANDEZ CANO,713,13,http://scholar.google.es/citations?user=VVZZdpsAAAAJ&hl=es,HUM567
Ciencias Sociales y Jurídicas  ,33, FRANCISCO MUÑOZ LEIVA,703,13,http://scholar.google.es/citations?user=ZIucc0IAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,34, FRANCISCO JOSE GONZALEZ GOMEZ,664,13,http://scholar.google.es/citations?user=tOdG-zoAAAAJ&hl=es,SEJ054
Ciencias Sociales y Jurídicas  ,35, HUMBERTO M. TRUJILLO MENDOZA,636,14,http://scholar.google.es/citations?user=zr5IKkAAAAAJ&hl=es,HUM735
Ciencias Sociales y Jurídicas  ,36, DANIEL ARIAS ARANDA,621,12,https://scholar.google.es/citations?user=DVV0cAYAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,37, SALVADOR DEL BARRIO GARCIA,617,9,http://scholar.google.es/citations?user=7Sdld_4AAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,38, MANUEL ALEIXANDRE RICO,578,12,https://scholar.google.es/citations?user=0nE0lq8AAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,39, PILAR BALLARIN DOMINGO,534,11,http://scholar.google.es/citations?user=2gdzMdQAAAAJ&hl=es,HUM603
Ciencias Sociales y Jurídicas  ,40, FERNANDO JESUS TRUJILLO SAEZ,490,12,http://scholar.google.es/citations?user=4jrJmEUAAAAJ&hl=es,HUM457
Ciencias Sociales y Jurídicas  ,41, LUIS SERRANO ROMERO,487,12,http://scholar.google.es/citations?user=cDN9_bsAAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,42, ANTONIO GONZALEZ MOLINA,472,9,http://scholar.google.es/citations?user=NqXsN58AAAAJ&hl=es,HUM466
Ciencias Sociales y Jurídicas  ,43, JAVIER JORDAN ENAMORADO,470,11,http://scholar.google.es/citations?user=47aZvxUAAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,44, JUAN CARLOS FERNANDEZ MOLINA,458,11,http://scholar.google.es/citations?user=shLj0kwAAAAJ&hl=es,HUM466
Ciencias Sociales y Jurídicas  ,45, EULOGIO CORDON POZO,451,7,http://scholar.google.es/citations?user=qkeoAJMAAAAJ&hl=es,SEJ481
Ciencias Sociales y Jurídicas  ,46, EDUARDO PEIS REDONDO,448,9,http://scholar.google.es/citations?user=m_eXJdEAAAAJ&hl=es,TIC186
Ciencias Sociales y Jurídicas  ,47, JOSE LUIS LUPIAÑEZ GOMEZ,440,10,http://scholar.google.es/citations?user=_ErCUIEAAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,48, RAFAEL ROA GUZMAN,434,10,http://scholar.google.es/citations?user=8puQAO8AAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,49, LUIS MANUEL LOZANO FERNANDEZ,426,10,http://scholar.google.es/citations?user=pvPJcwIAAAAJ&hl=es,HUM183
Ciencias Sociales y Jurídicas  ,50, ANTOLIN GRANADOS MARTINEZ,425,11,http://scholar.google.es/citations?user=d9w-vrIAAAAJ&hl=es,SEJ123
Ciencias Sociales y Jurídicas  ,51, ALVARO CABEZAS CLAVIJO,421,13,http://scholar.google.es/citations?user=z9mQzfYAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,52, FRANCISCO ENTRENA DURAN,415,10,http://scholar.google.es/citations?user=E_MnU00AAAAJ&hl=es,SEJ129
Ciencias Sociales y Jurídicas  ,53, FRANCISCO JAVIER MONTORO RIOS,392,9,http://scholar.google.es/citations?user=i_iLMPgAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,54, CARLOS ANTONIO ALBACETE SAEZ,391,7,https://scholar.google.es/citations?user=ePwyXekAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,55, JOSE MIGUEL CONTRERAS GARCIA,386,10,http://scholar.google.es/citations?user=X806h-kAAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,56, JUAN JESUS ORTIZ DE HARO,384,11,http://scholar.google.es/citations?user=WwhiIooAAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,57, ALICIA BENARROCH BENARROCH,368,11,http://scholar.google.es/citations?user=-2AMRVcAAAAJ&hl=es,HUM613
Ciencias Sociales y Jurídicas  ,58, MARTA MOLINA,363,10,http://scholar.google.es/citations?user=z-ihX0MAAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,59, CARMEN GALVEZ MARTINEZ,358,10,http://scholar.google.es/citations?user=L_gqt1oAAAAJ&hl=es,HUM466
Ciencias Sociales y Jurídicas  ,60, JOSE ANTONIO CAMACHO BALLESTA,357,10,http://scholar.google.es/citations?user=SlJ01RwAAAAJ&hl=es,SEJ062
Ciencias Sociales y Jurídicas  ,61, LUCIA HERRERA TORRES,352,12,http://scholar.google.es/citations?user=aAYS7lIAAAAJ&hl=es,HUM742
Ciencias Sociales y Jurídicas  ,62, ANA MARIA MUÑOZ MUÑOZ,341,7,http://scholar.google.es/citations?user=RUOOmRMAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,63, INMACULADA AZNAR DIAZ,336,9,http://scholar.google.com/citations?user=Wz0PBM4AAAAJ&hl=es,HUM672
Ciencias Sociales y Jurídicas  ,64, MARIA JOSE LEON GUERRERO,331,7,http://scholar.google.es/citations?user=jDpLZ78AAAAJ&hl=es,HUM386
Ciencias Sociales y Jurídicas  ,65, JOSE MARIA CARDEÑOSO DOMINGO,330,9,http://scholar.google.com/citations?user=KcjIdmwAAAAJ&hl=es,HUM462
Ciencias Sociales y Jurídicas  ,65, PEDRO ARTEAGA CEZON,330,10,http://scholar.google.es/citations?user=kePCrIcAAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,67, LEOPOLDO GUTIERREZ GUTIERREZ,323,8,http://scholar.google.es/citations?user=wuinr0QAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,68, FRANCISCO JESUS MARTIN FERNANDEZ,317,8,http://scholar.google.es/citations?user=ZurZrwAAAAJ&hl=es,TIC238
Ciencias Sociales y Jurídicas  ,69, PEDRO HIPOLA,313,8,http://scholar.google.es/citations?user=Dcc0Q_kAAAAJ&hl=es,TIC238
Ciencias Sociales y Jurídicas  ,70, JOSE LUIS PADILLA GARCIA,303,8,http://scholar.google.es/citations?user=k45j5qUAAAAJ&hl=es,HUM624
Ciencias Sociales y Jurídicas  ,71, ENRIQUE GERVILLA CASTILLO,298,9,http://scholar.google.es/citations?user=Vkwq8JkAAAAJ&hl=es,HUM580
Ciencias Sociales y Jurídicas  ,72, OSCAR FERNANDO BUSTINZA SANCHEZ,296,10,http://scholar.google.es/citations?user=XXzbWqkAAAAJ&hl=es,SEJ478
Ciencias Sociales y Jurídicas  ,73, ANTONIO RODRIGUEZ FUENTES,288,9,http://scholar.google.es/citations?user=1X1DMmsAAAAJ&hl=es,HUM871
Ciencias Sociales y Jurídicas  ,74, CARMUCA GOMEZ BUENO,286,8,http://scholar.google.es/citations?user=1jMD44gAAAAJ&hl=es,SEJ339
Ciencias Sociales y Jurídicas  ,75, MARIA CONSUELO CAÑADAS SANTIAGO,285,9,http://scholar.google.es/citations?user=fJ1DxO0AAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,76, FRANCISCO DOMINGO FERNANDEZ MARTIN,279,9,http://scholar.google.es/citations?user=4Tv4gAEAAAAJ&hl=es,SEJ535
Ciencias Sociales y Jurídicas  ,77, FRANCISCO JAVIER HINOJO LUCENA,276,8,http://scholar.google.es/citations?user=VQEOpcAAAAAJ&hl=es,HUM672
Ciencias Sociales y Jurídicas  ,78, ANTONIO FERNANDEZ CASTILLO,272,10,http://scholar.google.com/citations?user=lzRkw4MAAAAJ&hl=es,HUM846
Ciencias Sociales y Jurídicas  ,79, JOSE ANGEL IBAÑEZ ZAPATA,264,5,http://scholar.google.es/citations?user=C-XUorAAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,80, JUAN SANCHEZ FERNANDEZ,263,10,http://scholar.google.es/citations?user=3dk46D8AAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,81, Mª DOLORES OLVERA LOBO,262,9,http://scholar.google.es/citations?user=FZZ4j9MAAAAJ&hl=es,HUM466
Ciencias Sociales y Jurídicas  ,81, NICOLAS ROBINSON GARCIA,262,10,http://scholar.google.es/citations?user=JdKNkQAAAAJ&hl=es,HUM777
Ciencias Sociales y Jurídicas  ,83, JOSE MANUEL MORALES DEL CASTILLO,256,7,http://scholar.google.es/citations?user=zknnYTsAAAAJ&hl=es,TIC186
Ciencias Sociales y Jurídicas  ,83, MARIANO SANCHEZ MARTINEZ,256,8,http://scholar.google.es/citations?user=eXY70ccAAAAJ&hl=es,SEJ129
Ciencias Sociales y Jurídicas  ,85, JORGE GUARDIOLA WANDEN-BERGHE,253,9,http://scholar.google.es/citations?user=GwRVIK8AAAAJ&hl=es,SEJ054
Ciencias Sociales y Jurídicas  ,85, JOSE ANTONIO SENSO RUIZ,253,8,http://scholar.google.es/citations?user=THTmSZAAAAAJ&hl=es,TIC238
Ciencias Sociales y Jurídicas  ,87, NATALIA JIMENEZ JIMENEZ,249,6,http://scholar.google.es/citations?user=anwG5LAAAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,88, CESAR TORRES MARTIN,246,7,http://scholar.google.es/citations?user=6XKU7yEAAAAJ&hl=es,HUM672
Ciencias Sociales y Jurídicas  ,89, JOSE LUIS AROSTEGUI PLAZA,245,8,http://scholar.google.es/citations?user=06oCbOgAAAAJ&hl=es,SEJ540
Ciencias Sociales y Jurídicas  ,90, VICTOR BLANCO,228,9,http://scholar.google.es/citations?user=sqF9k2MAAAAJ&hl=es,SEJ534
Ciencias Sociales y Jurídicas  ,91, ROBERTO HERNAN GONZÁLEZ,227,5,http://scholar.google.es/citations?user=kQDiI8AAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,92, EVA MARIA OLMEDO MORENO,226,7,http://scholar.google.es/citations?user=152tV1oAAAAJ&hl=es,HUM126
Ciencias Sociales y Jurídicas  ,93, MARIA ISABEL VIEDMA DEL JESUS,222,7,http://scholar.google.es/citations?user=tOTrrBIAAAAJ&hl=es,SEJ241
Ciencias Sociales y Jurídicas  ,94, ANA ISABEL MORO EGIDO,221,8,http://scholar.google.es/citations?user=gWjHypMAAAAJ&hl=es,SEJ340
Ciencias Sociales y Jurídicas  ,94, ENRIQUE RIVERA GARCIA,221,8,http://scholar.google.es/citations?user=pDKYpZMAAAAJ&hl=es,SEJ546
Ciencias Sociales y Jurídicas  ,96, EDUARDO CUENCA GARCIA,220,8,http://scholar.google.es/citations?user=MBLLUKgAAAAJ&hl=es,SEJ114
Ciencias Sociales y Jurídicas  ,96, FRANCISCO MIGUEL MARTINEZ RODRIGUEZ,220,7,http://scholar.google.es/citations?user=tZXmuIkAAAAJ&hl=es,HUM580
Ciencias Sociales y Jurídicas  ,98, FERNANDO PEÑAFIEL MARTINEZ,218,5,https://scholar.google.es/citations?user=tHhpxp4AAAAJ&hl=es,SEJ059
Ciencias Sociales y Jurídicas  ,99, JORGE M. CHICA OLMO,207,6,http://scholar.google.es/citations?user=Q2Lq9ZQAAAAJ&hl=es,FQM150
Ciencias Sociales y Jurídicas  ,100, JOSE LUIS ARCO TIRADO,206,7,http://scholar.google.es/citations?user=d1WbI-AAAAAJ&hl=es,SEJ535
Ciencias Sociales y Jurídicas  ,101, JOSE LUIS ZAFRA GOMEZ,199,7,http://scholar.google.es/citations?user=LsHgFgkAAAAJ&hl=es,SEJ355
Ciencias Sociales y Jurídicas  ,102, JUAN ANTONIO LACOMBA ARIAS,198,7,http://scholar.google.es/citations?user=yKKkKoQAAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,103, JAVIER LOPEZ GIJON,194,8,http://scholar.google.es/citations?user=nOElECQAAAAJ&hl=es,TIC186
Ciencias Sociales y Jurídicas  ,104, GUSTAVO RAUL CAÑADAS DE LA FUENTE,193,5,http://scholar.google.es/citations?user=Ga5IG_8AAAAJ&hl=es,FQM126
Ciencias Sociales y Jurídicas  ,105, ALFONSO CARACUEL ROMERO,190,7,http://scholar.google.es/citations?user=iXSJiw8AAAAJ&hl=es,CTS581
Ciencias Sociales y Jurídicas  ,106, ANTONIO ROBLES EGEA,189,6,https://scholar.google.es/citations?user=loYDdnoAAAAJ&hl=es,SEJ113
Ciencias Sociales y Jurídicas  ,106, JOSE LUIS NAVARRO ESPIGARES,189,8,http://scholar.google.es/citations?user=g5B4nC0AAAAJ&hl=es,SEJ062
Ciencias Sociales y Jurídicas  ,108, CAROLINA FERNANDEZ JIMENEZ,184,7,http://scholar.google.es/citations?user=rcCkxAQAAAAJ&hl=es,HUM846
Ciencias Sociales y Jurídicas  ,108, CLEMENTE RODRIGUEZ SABIOTE,184,7,http://scholar.google.es/citations?user=LrkjiJ8AAAAJ&hl=es,HUM890
Ciencias Sociales y Jurídicas  ,110, FRANCISCO MIGUEL LAGOS GARCIA,183,7,http://scholar.google.es/citations?user=WncMbBMAAAAJ&hl=es,SEJ492
Ciencias Sociales y Jurídicas  ,111, CARMEN BURGOS GOYE,182,7,http://scholar.google.es/citations?user=WN93eK4AAAAJ&hl=es,SINGRUPO
Ciencias Sociales y Jurídicas  ,111, JUAN LUIS BENITEZ MUÑOZ,182,9,http://scholar.google.es/citations?user=ezkTmQQAAAAJ&hl=es,HUM232
Ciencias Sociales y Jurídicas  ,113, MIGUEL A. GARCIA RUBIO,176,8,http://scholar.google.es/citations?user=v37hOW8AAAAJ&hl=es,SEJ054
Ciencias Sociales y Jurídicas  ,114, JOSE MIGUEL VILCHEZ GONZALEZ,174,7,http://scholar.google.es/citations?user=c8ma7i4AAAAJ&hl=es,HUM613
Ciencias Sociales y Jurídicas  ,115, JOSE MIGUEL ANGEL GARCIA MARTINEZ,169,8,http://scholar.google.es/citations?user=3zK_smgAAAAJ&hl=es,HUM196
Ciencias Sociales y Jurídicas  ,116, RICARDO MARIN VIADEL,168,7,http://scholar.google.es/citations?user=5FfDXX8AAAAJ&hl=es,HUM489
Ciencias Sociales y Jurídicas  ,117, FRANCISCO JOSE DIAZ BRETONES,161,6,https://scholar.google.es/citations?user=XtbK2GQAAAAJ&hl=es,HUM455
Ciencias Sociales y Jurídicas  ,118, PABLO FLORES MARTINEZ,158,7,http://scholar.google.es/citations?user=2LlWs98AAAAJ&hl=es,FQM193
Ciencias Sociales y Jurídicas  ,119, INMACULADA ALEMANY ARREBOLA,156,7,https://scholar.google.es/citations?user=owr8eXMAAAAJ&hl=es,HUM358
Ciencias Sociales y Jurídicas  ,120, ANNE-VINCIANE DOUCET,149,8,http://scholar.google.es/citations?user=DmEAbjEAAAAJ&hl=es,SEJ510
Ciencias Sociales y Jurídicas  ,120, JORDI ALBERICH PASCUAL,149,7,http://scholar.google.es/citations?user=z0xPi8AAAAJ&hl=es,TIC186
