Posicion,Nombre,Rama,Disciplina,Especialidad,Citas,Indice h,Citas (ultimos 5 años),Indice h (ultimos 5 años),Perfil
331,Francisco Gamella Mora,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,893,16,287,9,https://scholar.google.com/citations?user=CQ3Eeu0AAAAJ&hl=es
332,Antonio Candido Ortiz,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,891,18,428,12,https://scholar.google.com/citations?user=2Y0sz0MAAAAJ&hl=es
333,Francisco Jesus Lara Vargas,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,888,17,636,15,https://scholar.google.com/citations?user=TSGJ2r8AAAAJ&hl=es
334,Nuria Hurtado Torres,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,883,10,768,9,https://scholar.google.com/citations?user=kok5il4AAAAJ&hl=es
335,Luis Serrano Romero,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,875,15,372,11,https://scholar.google.com/citations?user=cDN9_bsAAAAJ&hl=es
336,Antonio Miguel Mora Garcia,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,872,16,692,13,https://scholar.google.com/citations?user=vKpKwTkAAAAJ&hl=es
337,Luis Fontana Gallego,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,872,15,364,11,https://scholar.google.com/citations?user=Y4LJRLQAAAAJ&hl=es
338,Emilia Fernandez Ondoño,Ciencias Exactas y Naturales,Ciencias de la Tierra,Edafologi­a y Qui­mica Agri­cola,871,15,515,13,https://scholar.google.com/citations?user=un3Y-VYAAAAJ&hl=es
339,Fernando Berzal Galiano,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,868,14,455,11,https://scholar.google.com/citations?user=RbaQAtoAAAAJ&hl=es
340,Jose Cesar Perales Lopez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,857,15,570,11,https://scholar.google.com/citations?user=iXICGWwAAAAJ&hl=es
341,Aurelio Ureña Espa,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,856,15,482,12,https://scholar.google.com/citations?user=srPlC_0AAAAJ&hl=es
342,Jose Francisco Molina Palma,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,855,15,500,13,https://scholar.google.com/citations?user=Cl4OTgEAAAAJ&hl=es
343,Maximino Manzanera Ruiz,Ciencias de la Salud,Farmacia,Microbiologi­a,854,16,433,13,https://scholar.google.com/citations?user=rJ_PRNUAAAAJ&hl=es
344,Rachid El Hamdouni Jenoui,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a Civil,851,13,557,12,https://scholar.google.com/citations?user=MoKfi6UAAAAJ&hl=es
345,Juan Carlos Torres Cantero,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,843,14,245,6,https://scholar.google.com/citations?user=1K_3wKsAAAAJ&hl=es
346,Ana Belen Chica Martinez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,842,17,775,17,https://scholar.google.com/citations?user=xziCOdsAAAAJ&hl=es
347,Antonio Fernandez Cano,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Mi©todos de Investigacion y Diagnostico en Educacion,840,15,408,12,https://scholar.google.com/citations?user=VVZZdpsAAAAJ&hl=es
348,Jorge Navarro Ortiz,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",839,8,400,8,https://scholar.google.com/citations?user=dxMNgNwAAAAJ&hl=es
349,Olga Valenzuela Cansino,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,831,13,506,11,https://scholar.google.com/citations?user=89nmILEAAAAJ&hl=es
350,Inmaculada Garcia Garcia,Ciencias de la Salud,Ciencias de la Salud,Enfermeri­a,826,16,432,11,https://scholar.google.com/citations?user=5eVna5MAAAAJ&hl=es
351,Miguel Romero Perez,Ciencias de la Salud,Farmacia,Farmacologi­a,811,14,678,14,https://scholar.google.com/citations?user=8oRs9ScAAAAJ&hl=es
352,Salvador Del Barrio Garcia,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,804,12,456,11,https://scholar.google.com/citations?user=7Sdld_4AAAAJ&hl=es
353,Francisca Alba Sanchez,Ciencias Biologicas,Biologi­a,Botanica,800,17,482,13,https://scholar.google.com/citations?user=6t0ivcUAAAAJ&hl=es
354,Mari­a Del Carmen Sanchez Quevedo,Ciencias de la Salud,Medicina,Histologi­a,798,16,492,12,https://scholar.google.com/citations?user=HIhFnJ8AAAAJ&hl=es
355,Luis Castillo Vidal,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,791,14,418,12,https://scholar.google.com/citations?user=FJ6klX8AAAAJ&hl=es
356,Maria Rosario Gonzalez Ferez,Ciencias Exactas y Naturales,Fi­sica,"Fi­sica Atomica, Molecular y Nuclear",787,16,478,12,https://scholar.google.com/citations?user=oF5HjkUAAAAJ&hl=es
357,Manuel Pedro Rodriguez Bolivar,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,775,13,665,12,https://scholar.google.com/citations?user=1O7uwdEAAAAJ&hl=es
358,Rafael Lopez Camino,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,768,14,442,11,https://scholar.google.com/citations?user=r5FLFZ4AAAAJ&hl=es
359,Francisco Luis Mesa Aguado,Ciencias de la Salud,Odontologi­a,Estomatologi­a,761,14,472,11,https://scholar.google.com/citations?user=hi0L78kAAAAJ&hl=es
360,Juan Gomez Romero,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,759,16,563,13,https://scholar.google.com/citations?user=ArBcuT4AAAAJ&hl=es
361,Antonia Ruiz Moreno,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,756,11,548,11,https://scholar.google.com/citations?user=5lU2r0YAAAAJ&hl=es
362,Javier Luis Carrasco Rus,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,754,14,251,7,https://scholar.google.com/citations?user=OPIcmJUAAAAJ&hl=es
363,Rafael Huertas Roa,Ciencias Exactas y Naturales,Fi­sica,i“ptica,754,13,495,12,https://scholar.google.com/citations?user=tyJqxDEAAAAJ&hl=es
364,Francisco Jose Lopez Fernandez,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,753,14,289,9,https://scholar.google.com/citations?user=UxYPOT8AAAAJ&hl=es
365,Miguel Martin Suarez,Ciencias Exactas y Naturales,Matematicas,Analisis Matematico,747,16,411,12,https://scholar.google.com/citations?user=bvWra9UAAAAJ&hl=es
366,Francisco A Muñoz Muñoz,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Antigua,747,12,436,11,https://scholar.google.com/citations?user=pn4YjFwAAAAJ&hl=es
367,Joaquin Abellan Mulero,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,746,18,456,14,https://scholar.google.com/citations?user=nJwbWrIAAAAJ&hl=es
368,Antonio Maria Guadix Escobar,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,744,15,543,12,https://scholar.google.com/citations?user=V0VNtv0AAAAJ&hl=es
369,Antonio Manuel Martin Platero,Ciencias de la Salud,Farmacia,Microbiologi­a,741,14,544,13,https://scholar.google.com/citations?user=TjsWZ_AAAAAJ&hl=es
370,Antonio Martinez Cegarra,Ciencias Exactas y Naturales,Matematicas,Algebra,739,16,312,10,https://scholar.google.com/citations?user=u0Jndn8AAAAJ&hl=es
371,Fernando Rojas Ruiz,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,738,12,415,10,https://scholar.google.com/citations?user=aV8FC0AAAAAJ&hl=es
372,Araceli Gonzalez Campaña,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,736,16,540,14,https://scholar.google.com/citations?user=VT706EgAAAAJ&hl=es
373,Maria Del Carmen Pegalajar Jimenez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,734,14,426,12,https://scholar.google.com/citations?user=u7ymF_QAAAAJ&hl=es
374,C Lourdes Diaz Rodriguez,Ciencias de la Salud,Ciencias de la Salud,Enfermeri­a,731,17,652,16,https://scholar.google.com/citations?user=pFx5jCkAAAAJ&hl=es
375,Jose Samos Jimenez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,728,13,208,7,https://scholar.google.com/citations?user=ZP5iTU8AAAAJ&hl=es
376,Virginia A Aparicio Garcia-Molina,Ciencias de la Salud,Medicina,Fisiologi­a,727,16,714,16,https://scholar.google.com/citations?user=sHKqCuMAAAAJ&hl=es
377,Maria Luisa Jimenez Olivares,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,723,15,452,12,https://scholar.google.com/citations?user=cmXfF08AAAAJ&hl=es
378,Raul Arellano Colomina,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,723,13,325,9,https://scholar.google.com/citations?user=n-cKhUMAAAAJ&hl=es
379,Arturo Moncho Jorda,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,721,16,315,10,https://scholar.google.com/citations?user=59QQHm0AAAAJ&hl=es
380,Teresa Ortiz Gomez,Ciencias de la Salud,Medicina,Anatomi­a Patologica e Historia de la Ciencia,719,14,334,10,https://scholar.google.com/citations?user=wELQVMUAAAAJ&hl=es
381,Mikel Zabala Diaz,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,715,13,552,11,https://scholar.google.com/citations?user=enZemLcAAAAJ&hl=es
382,Flor De Lis Mancilla Perez,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Teorica y del Cosmos,709,14,555,13,https://scholar.google.com/citations?user=dX5Erf8AAAAJ&hl=es
383,Pablo Ameigeiras Gutierrez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",708,13,387,12,https://scholar.google.com/citations?user=va2UjtYAAAAJ&hl=es
384,Emilio Gonzalez Jimenez,Ciencias de la Salud,Ciencias de la Salud,Enfermeri­a,706,14,695,14,https://scholar.google.com/citations?user=fNfgcWAAAAAJ&hl=es
385,Manuel Aleixandre Rico,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,705,12,401,9,https://scholar.google.com/citations?user=0nE0lq8AAAAJ&hl=es
386,Miguel Company Sempere,Ciencias Exactas y Naturales,Ciencias de la Tierra,Estratigrafi­a y Paleontologi­a,704,15,355,11,https://scholar.google.com/citations?user=eplZFxQAAAAJ&hl=es
387,Francisco Miguel Martinez Rodriguez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Pedagogi­a,704,14,456,11,https://scholar.google.com/citations?user=tZXmuIkAAAAJ&hl=es
388,Miguel Angel Rodriguez Valverde,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,702,14,559,13,https://scholar.google.com/citations?user=Yp_q1uAAAAAJ&hl=es
389,Sandra Sendra Compte,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",699,13,686,13,https://scholar.google.com/citations?user=emSqcUQAAAAJ&hl=es
390,Ana Maria Sanchez Lopez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,692,8,420,8,https://scholar.google.com/citations?user=f7cybHUAAAAJ&hl=es
391,Lucia Herrera Torres,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,689,14,491,11,https://scholar.google.com/citations?user=aAYS7lIAAAAJ&hl=es
392,Jesus Joaquin Lopez Peñalver,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Inorganica,689,14,491,11,https://scholar.google.com/citations?user=ABrYSX4AAAAJ&hl=es
393,F Javier Adroher Auroux,Ciencias de la Salud,Farmacia,Parasitologi­a,689,16,310,10,https://scholar.google.com/citations?user=OofndYcAAAAJ&hl=es
394,Jose Antonio Galvez Lopez,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,678,15,378,12,https://scholar.google.com/citations?user=Cp8q7T4AAAAJ&hl=es
395,Juan Pedro Arrebola Moreno,Ciencias de la Salud,Medicina,Radiologi­a y Medicina Fi­sica,675,12,611,12,https://scholar.google.com/citations?user=oYMUk3oAAAAJ&hl=es
396,Antonio Martinez Lopez,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,674,15,309,10,https://scholar.google.com/citations?user=MUCMOHMAAAAJ&hl=es
397,Jose Luis Bernier Villamor,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,668,14,275,10,https://scholar.google.com/citations?user=nQSYWnIAAAAJ&hl=es
398,Pilar Ballarin Domingo,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Pedagogi­a,665,13,256,9,https://scholar.google.com/citations?user=2gdzMdQAAAAJ&hl=es
399,Juan Luis Nieves Gomez,Ciencias Exactas y Naturales,Fi­sica,i“ptica,664,11,282,9,https://scholar.google.com/citations?user=zJdHA-4AAAAJ&hl=es
400,Luis Manuel Lozano Fernandez,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Metodologi­a de las Ciencias del Comportamiento,660,12,526,12,https://scholar.google.com/citations?user=pvPJcwIAAAAJ&hl=es
401,Antonio Miguel Peralta Pereira,Ciencias Exactas y Naturales,Matematicas,Analisis Matematico,660,14,443,10,https://scholar.google.com/citations?user=zGGGkicAAAAJ&hl=es
402,Manuel Calixto Molina,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,659,14,297,9,https://scholar.google.com/citations?user=2hrwhs0AAAAJ&hl=es
403,Francisco Abadia Molina,Ciencias Biologicas,Biologi­a,Biologi­a Celular,658,9,196,7,https://scholar.google.com/citations?user=vIqAoKsAAAAJ&hl=es
404,Stella Martin De Las Heras,Ciencias de la Salud,Medicina,"Medicina Legal, Toxicologi­a y Antropologi­a Fi­sica",655,12,388,10,https://scholar.google.com/citations?user=FI92MjAAAAAJ&hl=es
405,Francisca Del Carmen Ruano Di­az,Ciencias Biologicas,Biologi­a,Zoologi­a,655,14,388,10,https://scholar.google.com/citations?user=GaX6H5YAAAAJ&hl=es
406,Juan Luis Jimenez Laredo,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,655,15,476,12,https://scholar.google.com/citations?user=lqrz4PEAAAAJ&hl=es
407,Lazaro Rodriguez Ariza,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,653,10,567,9,https://scholar.google.com/citations?user=JiGDyJsAAAAJ&hl=es
408,Jose Miguel Contreras Garcia,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,640,12,513,12,https://scholar.google.com/citations?user=X806h-kAAAAJ&hl=es
409,Pablo Padilla De La Torre,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",637,13,584,12,https://scholar.google.com/citations?user=2jXuB3wAAAAJ&hl=es
410,Jose Manuel Poyatos Capilla,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a Civil,632,13,589,12,https://scholar.google.com/citations?user=VhWdHvEAAAAJ&hl=es
411,Jose Luis Lupiañez Gomez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,631,11,422,8,https://scholar.google.com/citations?user=_ErCUIEAAAAJ&hl=es
412,Antonio Robles Egea,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,626,11,194,6,https://scholar.google.com/citations?user=loYDdnoAAAAJ&hl=es
413,Maria Carmen Lopez Lopez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,626,12,270,8,https://scholar.google.com/citations?user=VfBi1RMAAAAJ&hl=es
414,Rafael Roa Guzman,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,622,11,396,10,https://scholar.google.com/citations?user=8puQAO8AAAAJ&hl=es
415,M Trinidad Najera Colino,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,622,15,234,9,https://scholar.google.com/citations?user=ailuLhAAAAAJ&hl=es
416,Miguel Pasadas Fernandez,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,620,12,391,8,https://scholar.google.com/citations?user=WGcrVjgAAAAJ&hl=es
417,Claudio Marchesi,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,616,15,476,15,https://scholar.google.com/citations?user=iSBZpiQAAAAJ&hl=es
418,Manuel Rodriguez Alvarez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,611,13,231,8,https://scholar.google.com/citations?user=JK-biikAAAAJ&hl=es
419,Luis Alvarez De Cienfuegos Rodriguez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,609,13,462,12,https://scholar.google.com/citations?user=s-Xr1-cAAAAJ&hl=es
420,Juan Campos Rodri­guez,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,608,12,277,9,https://scholar.google.com/citations?user=47NmXk0AAAAJ&hl=es
421,Soni Hernandez Plaza,Ciencias Sociales y Juri­dicas,Trabajo Social,Trabajo Social y Servicios Sociales,606,13,390,10,https://scholar.google.com/citations?user=xDT_yDgAAAAJ&hl=es
422,Eugenio Cejudo Garcia,Ciencias Humanas y Artes,Filosofi­a y Letras,Geografi­a Humana,604,10,221,7,https://scholar.google.com/citations?user=_wBq6UkAAAAJ&hl=es
423,Alberto Cazorla Cabrera,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,603,13,563,13,https://scholar.google.com/citations?user=fbrumVoAAAAJ&hl=es
424,Javier Jordan Enamorado,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Ciencia Poli­tica y de la Administracion,602,13,322,8,https://scholar.google.com/citations?user=47aZvxUAAAAJ&hl=es
425,Eulogio Cordon Pozo,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,601,9,459,7,https://scholar.google.com/citations?user=qkeoAJMAAAAJ&hl=es
426,Manuel Casares Porcel,Ciencias Biologicas,Biologi­a,Botanica,593,13,321,9,https://scholar.google.com/citations?user=bp4FIpIAAAAJ&hl=es
427,Antolin Granados Martinez,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,589,13,291,8,https://scholar.google.com/citations?user=d9w-vrIAAAAJ&hl=es
428,Francisco Contreras Cortes,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,589,14,222,8,https://scholar.google.com/citations?user=n3Kn2SIAAAAJ&hl=es
429,Miguel Angel Piñar Gonzalez,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,588,16,206,7,https://scholar.google.com/citations?user=zohI1O8AAAAJ&hl=es
430,Rosa Rodriguez Bailon,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Social,587,9,501,9,https://scholar.google.com/citations?user=v2zZfmYAAAAJ&hl=es
431,Juan Fernandez Olivares,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,582,13,367,11,https://scholar.google.com/citations?user=upEKpU8AAAAJ&hl=es
432,Gabriel Martinez Fernandez,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,579,10,331,7,https://scholar.google.com/citations?user=rF5n47oAAAAJ&hl=es
433,Jesus Chamorro Marti­nez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,578,12,317,10,https://scholar.google.com/citations?user=9KuG9N0AAAAJ&hl=es
434,Emilia Inmaculada Fuente Solana,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Metodologi­a de las Ciencias del Comportamiento,577,15,388,10,https://scholar.google.com/citations?user=AIghR4wAAAAJ&hl=es
435,Alvaro Cabezas Clavijo,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,576,15,522,14,https://scholar.google.com/citations?user=z9mQzfYAAAAJ&hl=es
436,Francisco Antonio Ocaña Lara,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,568,14,215,9,https://scholar.google.com/citations?user=86LvCkkAAAAJ&hl=es
437,Graeme Porte,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,567,10,269,9,https://scholar.google.com/citations?user=hnIfp88AAAAJ&hl=es
438,Daniel Madrid Fernandez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,564,13,281,11,https://scholar.google.com/citations?user=dZAQvXEAAAAJ&hl=es
439,Mario Nicolas Lopez Martinez,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Contemporanea,561,12,289,9,https://scholar.google.com/citations?user=X7SEKVgAAAAJ&hl=es
440,Antonio Francisco Roldan Lopez Del Hierro,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Mi©todos Cuantitativos para la Economi­a y la Empresa,559,13,532,13,https://scholar.google.com/citations?user=5zJzF4EAAAAJ&hl=es
441,Jose Vicente Perez Peña,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,557,13,505,13,https://scholar.google.com/citations?user=by5rTEUAAAAJ&hl=es
442,Jorge Porti­ Duran,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,557,14,175,7,https://scholar.google.com/citations?user=kdgYIWcAAAAJ&hl=es
443,Miguel Vega Lopez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,556,10,378,10,https://scholar.google.com/citations?user=CwHybBgAAAAJ&hl=es
444,Teresa Encarnacion Perez Fernandez,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,552,16,189,7,https://scholar.google.com/citations?user=s5b6aVIAAAAJ&hl=es
445,Antonio Gonzalez Molina,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,550,10,323,8,https://scholar.google.com/citations?user=NqXsN58AAAAJ&hl=es
446,Juan Luis Guerrero Rascado,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,548,13,499,13,https://scholar.google.com/citations?user=xA9KX-sAAAAJ&hl=es
447,Pandelis Perakakis,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",547,10,417,10,https://scholar.google.com/citations?user=5S-EVSAAAAAJ&hl=es
448,Margarita Sanchez Romero,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,546,15,388,12,https://scholar.google.com/citations?user=Xn3GRfoAAAAJ&hl=es
449,Jesus Banqueri Ozaez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,542,13,235,9,https://scholar.google.com/citations?user=UQVTKCUAAAAJ&hl=es
450,Paulino Padial Puche,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,541,12,284,9,https://scholar.google.com/citations?user=1s9lDe0AAAAJ&hl=es
451,Maria Dolores Jimenez Rubio,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Aplicada,539,12,421,10,https://scholar.google.com/citations?user=jlKUkKoAAAAJ&hl=es
452,Antonio Cañas Vargas,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,538,12,221,7,https://scholar.google.com/citations?user=ATboz0EAAAAJ&hl=es
453,Mari­a Kimatrai Salvador,Ciencias de la Salud,Farmacia,Qui­mica Farmaci©utica y Organica,538,12,388,12,https://scholar.google.com/citations?user=FvE5ElYAAAAJ&hl=es
454,Eduardo Peis Redondo,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,534,10,305,8,https://scholar.google.com/citations?user=m_eXJdEAAAAJ&hl=es
455,Juan Carlos Fernandez Molina,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,534,13,265,9,https://scholar.google.com/citations?user=shLj0kwAAAAJ&hl=es
456,Jose Antonio Diaz Navas,Ciencias Exactas y Naturales,Fi­sica,i“ptica,532,12,255,8,https://scholar.google.com/citations?user=xXzg9cUAAAAJ&hl=es
457,Javier Diaz Castro,Ciencias de la Salud,Medicina,Fisiologi­a,529,12,462,12,https://scholar.google.com/citations?user=4Gk4Ih0AAAAJ&hl=es
458,Francisco Javier Montoro Rios,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,529,9,494,9,https://scholar.google.com/citations?user=i_iLMPgAAAAJ&hl=es
459,Rafael Bailon Moreno,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,528,15,348,12,https://scholar.google.com/citations?user=oUw3ZGsAAAAJ&hl=es
460,Carolina Gomez Llorente,Ciencias de la Salud,Farmacia,Bioqui­mica y Biologi­a Molecular - Farmacia,528,12,452,11,https://scholar.google.com/citations?user=UpP05m8AAAAJ&hl=es
461,Antonio Acosta Vigil,Ciencias Exactas y Naturales,Ciencias de la Tierra,Mineralogi­a y Petrologi­a,527,14,397,12,https://scholar.google.com/citations?user=TBGOiVMAAAAJ&hl=es
462,Jesus Lopez Megias,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,526,12,346,10,https://scholar.google.com/citations?user=QhbVJi0AAAAJ&hl=es
463,Ignacio Luis Ruiz Simo,Ciencias Exactas y Naturales,Fi­sica,"Fi­sica Atomica, Molecular y Nuclear",525,9,523,9,https://scholar.google.com/citations?user=3NxwsHIAAAAJ&hl=es
464,Juan Manuel Peralta Sanchez,Ciencias Exactas y Naturales,Ciencias de la Tierra,Ecologi­a,525,12,493,12,https://scholar.google.com/citations?user=HsRmITYAAAAJ&hl=es
465,Marta Molina,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,524,11,410,10,https://scholar.google.com/citations?user=z-ihX0MAAAAJ&hl=es
466,Miguel Angel Muñoz Garcia,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",523,10,389,9,https://scholar.google.com/citations?user=dlK_koUAAAAJ&hl=es
467,Elena Navarro Gonzalez,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",523,12,350,11,https://scholar.google.com/citations?user=f_MRozsAAAAJ&hl=es
