Posicion,Nombre,Rama,Disciplina,Especialidad,Citas,Indice h,Citas (ultimos 5 años),Indice h (ultimos 5 años),Perfil
468,Eugenio Aguirre Molina,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,522,10,242,8,https://scholar.google.com/citations?user=ovk97WIAAAAJ&hl=es
469,Juan Antonio Estrada Diaz,Ciencias Humanas y Artes,Filosofi­a y Letras,Filosofi­a,522,12,211,9,https://scholar.google.com/citations?user=VpjaKYMAAAAJ&hl=es
470,Fernando Jesus Trujillo Saez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,521,11,290,8,https://scholar.google.com/citations?user=4jrJmEUAAAAJ&hl=es
471,Fernando Vereda Moratilla,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,521,13,346,10,https://scholar.google.com/citations?user=QVm9SnMAAAAJ&hl=es
472,Pedro Jesus Femia Marzo,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,520,12,413,11,https://scholar.google.com/citations?user=hfTGysQAAAAJ&hl=es
473,Francisco Entrena Duran,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,518,11,231,9,https://scholar.google.com/citations?user=E_MnU00AAAAJ&hl=es
474,Carlos Antonio Albacete Saez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,517,9,372,9,https://scholar.google.com/citations?user=ePwyXekAAAAJ&hl=es
475,Leopoldo Gutierrez Gutierrez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,517,9,492,9,https://scholar.google.com/citations?user=wuinr0QAAAAJ&hl=es
476,Victoria Eugenia Sanchez Calle,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",509,13,201,8,https://scholar.google.com/citations?user=4sLKIjcAAAAJ&hl=es
477,Jose Camacho Paez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",505,12,399,11,https://scholar.google.com/citations?user=wYlNmQ8AAAAJ&hl=es
478,Mikael Rodri­guez Chala,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Teorica y del Cosmos,504,13,504,13,https://scholar.google.com/citations?user=UvcAMtQAAAAJ&hl=es
479,Juan De Oña Lopez,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a Civil,503,12,478,12,https://scholar.google.com/citations?user=bAWUeawAAAAJ&hl=es
480,Francisco Nieto Lopez,Ciencias de la Salud,Farmacia,Farmacologi­a,500,9,460,9,https://scholar.google.com/citations?user=5uy_OlIAAAAJ&hl=es
481,Patricia Ruano Roca,Ciencias Exactas y Naturales,Ciencias de la Tierra,Geodinamica,500,13,353,10,https://scholar.google.com/citations?user=7BBrmeIAAAAJ&hl=es
482,Maria Belen Feriche Fernandez-Castanys,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,497,11,352,9,https://scholar.google.com/citations?user=JppakgoAAAAJ&hl=es
483,Francisco Martin Serrano,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,492,13,214,9,https://scholar.google.com/citations?user=MMsjxzsAAAAJ&hl=es
484,Antonio Fernandez Castillo,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,491,13,348,9,https://scholar.google.com/citations?user=lzRkw4MAAAAJ&hl=es
485,Jose Antonio Camacho Ballesta,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Internacional y de España,487,12,325,10,https://scholar.google.com/citations?user=SlJ01RwAAAAJ&hl=es
486,Gonzalo Prados Joya,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Inorganica,484,7,457,7,https://scholar.google.com/citations?user=sfelek4AAAAJ&hl=es
487,Miguel Garcia Silvente,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,482,12,263,9,https://scholar.google.com/citations?user=AeQ1g5oAAAAJ&hl=es
488,Jose Aguado Romero,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Financiera y Contabilidad,482,7,159,5,https://scholar.google.com/citations?user=E-44VvIAAAAJ&hl=es
489,Asuncion Baquerizo Azofra,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Ingenieri­a Civil,481,13,253,9,https://scholar.google.com/citations?user=IXLnmt4AAAAJ&hl=es
490,Nuria Romo Aviles,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,479,12,254,11,https://scholar.google.com/citations?user=gxc2sw0AAAAJ&hl=es
491,Cristobal Lozano,Ciencias Humanas y Artes,Filosofi­a y Letras,Filologi­as Inglesa y Alemana,477,11,297,10,https://scholar.google.com/citations?user=HodMyZIAAAAJ&hl=es
492,Pedro Arteaga Cezon,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,477,11,444,10,https://scholar.google.com/citations?user=kePCrIcAAAAJ&hl=es
493,Carolina Fernandez Lao,Ciencias de la Salud,Ciencias de la Salud,Fisioterapia,477,14,472,14,https://scholar.google.com/citations?user=mX0nEicAAAAJ&hl=es
494,Francisco De Asis Rivas Sanchez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Organica,477,13,227,9,https://scholar.google.com/citations?user=qvSHSeEAAAAJ&hl=es
495,Amalia Perez Jimenez,Ciencias Biologicas,Biologi­a,Zoologi­a,476,10,390,10,https://scholar.google.com/citations?user=Hjjmt-4AAAAJ&hl=es
496,M Del Carmen Aguilar Luzon,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Social,476,11,340,10,https://scholar.google.com/citations?user=sUhYyq0AAAAJ&hl=es
497,Amada Pulido Regadera,Ciencias de la Salud,Farmacia,Fisiologi­a Vegetal,473,10,283,6,https://scholar.google.com/citations?user=4x0284cAAAAJ&hl=es
498,Leandro Luigi Di Stasi ,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,473,15,461,15,https://scholar.google.com/citations?user=hHPBCh8AAAAJ&hl=es
499,Francisco Jose Martin Peinado,Ciencias Exactas y Naturales,Ciencias de la Tierra,Edafologi­a y Qui­mica Agri­cola,472,10,316,10,https://scholar.google.com/citations?user=e2fgjwgAAAAJ&hl=es
500,Francisco Cobo Romero,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Contemporanea,471,11,205,6,https://scholar.google.com/citations?user=RYrtBHYAAAAJ&hl=es
501,Jose Antonio Peña Ruano,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,467,12,190,8,https://scholar.google.com/citations?user=kFgXmsQAAAAJ&hl=es
502,Juan Jesus Ortiz De Haro,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,467,11,282,9,https://scholar.google.com/citations?user=WwhiIooAAAAJ&hl=es
503,Antonio Trinidad Requena,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,466,10,304,8,https://scholar.google.com/citations?user=3KlpnnMAAAAJ&hl=es
504,Concepcion Beatriz Roldan Lopez De Hierro,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,465,9,449,9,https://scholar.google.com/citations?user=yN_uL4oAAAAJ&hl=es
505,Pedro Maria Guerra Muñoz,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",462,11,394,11,https://scholar.google.com/citations?user=JocdVk0AAAAJ&hl=es
506,Felisa Gonzalez Reyes,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,460,11,224,8,https://scholar.google.com/citations?user=VLzZhDUAAAAJ&hl=es
507,German Luzon Gonzalez,Ciencias Exactas y Naturales,Qui­mica,Ingenieri­a Qui­mica,460,11,273,8,https://scholar.google.com/citations?user=UX-9uEMAAAAJ&hl=es
508,Francisco Javier Rojas Ruiz,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,459,13,311,,https://scholar.google.com/citations?user=agudu30AAAAJ&hl=es
509,Josi© Alfredo Cañizo Rincon,Ciencias Exactas y Naturales,Matematicas,Matematica Aplicada,459,12,393,11,https://scholar.google.com/citations?user=ElIidA4AAAAJ&hl=es
510,Josi© Uberos Fernandez,Ciencias de la Salud,Medicina,Pediatri­a,457,13,304,10,https://scholar.google.com/citations?user=D4a9d3YAAAAJ&hl=es
511,Francisco Javier Hinojo Lucena,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica y Organizacion Escolar,457,10,330,10,https://scholar.google.com/citations?user=VQEOpcAAAAAJ&hl=es
512,Ignacio Jose Blanco Medina,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,455,11,229,8,https://scholar.google.com/citations?user=-ijGlA0AAAAJ&hl=es
513,Miguel Ortega Sanchez,Ingenieri­a y Tecnologi­a,"Ingenieri­a de Caminos, Canales y Puertos",Mecanica de Estructuras e Ingenieri­a Hidraulica,453,10,262,9,https://scholar.google.com/citations?user=k8Xz-pgAAAAJ&hl=es
514,Alicia Benarroch Benarroch,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de las Ciencias Experimentales,451,12,262,9,https://scholar.google.com/citations?user=-2AMRVcAAAAJ&hl=es
515,Nicolas Robinson Garcia,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,449,13,445,13,https://scholar.google.com/citations?user=Jd6KNkQAAAAJ&hl=es
516,Candida Castro Ramirez,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,449,11,295,9,https://scholar.google.com/citations?user=zNANd0EAAAAJ&hl=es
517,Oscar Fernando Bustinza Sanchez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,448,11,420,11,https://scholar.google.com/citations?user=XXzbWqkAAAAJ&hl=es
518,Enrique Gervilla Castillo,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Pedagogi­a,445,11,197,8,https://scholar.google.com/citations?user=Vkwq8JkAAAAJ&hl=es
519,Silvia Montero Martinez,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,441,11,243,8,https://scholar.google.com/citations?user=gzXPeE4AAAAJ&hl=es
520,Silvia Alejandra Ahualli,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,440,11,357,9,https://scholar.google.com/citations?user=HnQJVKsAAAAJ&hl=es
521,Francisco Martinez Lopez,Ciencias Exactas y Naturales,Fi­sica,Fi­sica Aplicada,440,11,136,7,https://scholar.google.com/citations?user=VQq7xqUAAAAJ&hl=es
522,Jose Luis Perez Cordoba,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,"Teori­a de la Señal, Telematica y Comunicaciones",439,7,202,4,https://scholar.google.com/citations?user=luAyGXoAAAAJ&hl=es
523,Maria Del Mar Rueda Garcia,Ciencias Exactas y Naturales,Matematicas,Estadi­stica e Investigacion Operativa,439,12,281,9,https://scholar.google.com/citations?user=zj1GIkAAAAAJ&hl=es
524,Juan Sanchez Fernandez,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Comercializacion e Investigacion de Mercados,438,12,389,12,https://scholar.google.com/citations?user=3dk46D8AAAAJ&hl=es
525,Elizabet Aranda Ballesteros,Ciencias de la Salud,Farmacia,Microbiologi­a,438,13,336,11,https://scholar.google.com/citations?user=oYEbihEAAAAJ&hl=es
526,Francisco Domingo Fernandez Martin,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,436,11,295,10,https://scholar.google.com/citations?user=4Tv4gAEAAAAJ&hl=es
527,Rodrigo Gutierrez Viñuales,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia del Arte,434,10,209,6,https://scholar.google.com/citations?user=3uB0uskAAAAJ&hl=es
528,Daniela Paolieri,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,433,9,339,9,https://scholar.google.com/citations?user=1PLh14QAAAAJ&hl=es
529,Carlos Alberto Cruz Corona,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,433,9,346,9,https://scholar.google.com/citations?user=7HM7-E8AAAAJ&hl=es
530,Jesus Lozano Sanchez,Ciencias Exactas y Naturales,Qui­mica,Qui­mica Anali­tica,433,14,432,14,https://scholar.google.com/citations?user=Bq7Jk54AAAAJ&hl=es
531,Debora Godoy Izquierdo,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",433,12,288,11,https://scholar.google.com/citations?user=G3tQ-YYAAAAJ&hl=es
532,Miguel Gea Megias,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,433,10,205,8,https://scholar.google.com/citations?user=QMinbB8AAAAJ&hl=es
533,Cesar Hueso Montoro,Ciencias de la Salud,Ciencias de la Salud,Enfermeri­a,431,12,274,9,https://scholar.google.com/citations?user=DKP_6AEAAAAJ&hl=es
534,Francisco Jimenez Bautista,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,431,10,285,8,https://scholar.google.com/citations?user=XgPM6wgAAAAJ&hl=es
535,Jacqueline Schmidt Rio-Valle,Ciencias de la Salud,Ciencias de la Salud,Enfermeri­a,427,10,392,9,https://scholar.google.com/citations?user=YJnsauoAAAAJ&hl=es
536,Jose Luis Padilla Garcia,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Metodologi­a de las Ciencias del Comportamiento,423,10,310,10,https://scholar.google.com/citations?user=k45j5qUAAAAJ&hl=es
537,Francisco J Barrero Hernandez,Ciencias de la Salud,Medicina,Medicina,421,11,236,8,https://scholar.google.com/citations?user=uJTVGNEAAAAJ&hl=es
538,Pilar Carrasco Carrasco,Ciencias Exactas y Naturales,Matematicas,Algebra,420,12,128,7,https://scholar.google.com/citations?user=Dloq1HMAAAAJ&hl=es
539,Francisco Luis Gutierrez Vela,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,417,10,330,9,https://scholar.google.com/citations?user=EUVWxr8AAAAJ&hl=es
540,Manuel Gomez Guzman,Ciencias de la Salud,Farmacia,Farmacologi­a,416,11,392,11,https://scholar.google.com/citations?user=UvxndJMAAAAJ&hl=es
541,Roberto Castilla Perez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Lengua y la Literatura,414,8,218,6,https://scholar.google.com/citations?user=FtqOOcYAAAAJ&hl=es
542,Carmen Galvez Martinez,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,412,11,203,8,https://scholar.google.com/citations?user=L_gqt1oAAAAJ&hl=es
543,Miguel Damas Hermoso,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,411,12,341,12,https://scholar.google.com/citations?user=Ix-szf4AAAAJ&hl=es
544,Gonzalo Aranda Jimenez,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,411,13,274,10,https://scholar.google.com/citations?user=lrJ5GgwAAAAJ&hl=es
545,Manuel Gomez Olmedo,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,409,13,241,9,https://scholar.google.com/citations?user=hV2lsxsAAAAJ&hl=es
546,Josefa Capel Martinez,Ciencias Humanas y Artes,Filosofi­a y Letras,Prehistoria y Arqueologi­a,409,12,125,6,https://scholar.google.com/citations?user=stCMm_sAAAAJ&hl=es
547,Francisco Milan Lopez,Ciencias Exactas y Naturales,Matematicas,Geometri­a y Topologi­a,407,11,201,9,https://scholar.google.com/citations?user=i4fORDgAAAAJ&hl=es
548,Manuel Salas Velasco,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Aplicada,405,10,261,8,https://scholar.google.com/citations?user=0vD_XpEAAAAJ&hl=es
549,Jose Benitez Amado,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,404,8,396,8,https://scholar.google.com/citations?user=_8576kMAAAAJ&hl=es
550,Samuel Francisco Romero Garcia,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Arquitectura y Tecnologi­a de Computadores,403,10,219,6,https://scholar.google.com/citations?user=75jhBGQAAAAJ&hl=es
551,Antonio Rueda Manzanares,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Organizacion de Empresas,402,8,347,6,https://scholar.google.com/citations?user=KGiwS2UAAAAJ&hl=es
552,Jorge Guardiola Wanden-Berghe,Ciencias Sociales y Juri­dicas,Ciencias Economicas y Empresariales,Economi­a Aplicada,397,11,363,10,https://scholar.google.com/citations?user=GwRVIK8AAAAJ&hl=es
553,Adoracion Antoli Cabrera,Ciencias de la Salud,Psicologi­a - Salud,Psicologi­a Experimental,394,9,263,8,https://scholar.google.com/citations?user=gwRxSzwAAAAJ&hl=es
554,Soledad De Lemus Martin,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Social,392,12,343,11,https://scholar.google.com/citations?user=oBlhhnMAAAAJ&hl=es
555,Ana Maria Muñoz Muñoz,Ciencias Sociales y Juri­dicas,Comunicacion y Documentacion,Informacion y Comunicacion,390,7,211,6,https://scholar.google.com/citations?user=RUOOmRMAAAAJ&hl=es
556,Oswaldo Lorenzo Quiles,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Expresion Musical Plastica y Corporal,388,10,272,8,https://scholar.google.com/citations?user=JNFg0hAAAAAJ&hl=es
557,Francisco Jimenez Molinos,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,387,9,192,8,https://scholar.google.com/citations?user=0GcuE-wAAAAJ&hl=es
558,Honorio Salmeron Perez,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Mi©todos de Investigacion y Diagnostico en Educacion,385,12,263,8,https://scholar.google.com/citations?user=gAsgWrMAAAAJ&hl=es
559,Mari­a Isabel Peralta Rami­rez,Ciencias de la Salud,Psicologi­a - Salud,"Personalidad, Evaluacion y Tratamiento Psicologico",384,10,275,9,https://scholar.google.com/citations?user=RbK4v2sAAAAJ&hl=es
560,Luis Javier Chirosa Rios,Ciencias de la Salud,Ciencias del Deporte,Educacion Fi­sica y Deportiva,384,10,211,8,https://scholar.google.com/citations?user=u1FhOs0AAAAJ&hl=es
561,Patricia Paderewski Rodriguez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Lenguajes y Sistemas Informaticos,383,10,202,6,https://scholar.google.com/citations?user=uHFJJQIAAAAJ&hl=es
562,Carolina Fernandez Jimenez,Ciencias Sociales y Juri­dicas,Psicologi­a - Sociales,Psicologi­a Evolutiva y de la Educacion,382,10,276,9,https://scholar.google.com/citations?user=rcCkxAQAAAAJ&hl=es
563,Jose Maria Martinez Ortega,Ciencias de la Salud,Medicina,Psiquiatri­a,378,11,264,10,https://scholar.google.com/citations?user=9Bgkz4oAAAAJ&hl=es
564,Aurora Alvarez Veinguer,Ciencias Humanas y Artes,Filosofi­a y Letras,Antropologi­a Social,375,10,296,9,https://scholar.google.com/citations?user=nAqtQwcAAAAJ&hl=es
565,Mohammed Bakkali,Ciencias Biologicas,Biologi­a,Geni©tica,374,13,173,8,https://scholar.google.com/citations?user=_zk0p8oAAAAJ&hl=es
566,Maria Consuelo Cañadas Santiago,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Didactica de la Matematica,374,11,269,8,https://scholar.google.com/citations?user=fJ1DxO0AAAAJ&hl=es
567,Mariano Sanchez Martinez,Ciencias Sociales y Juri­dicas,Ciencias Poli­ticas y Sociologi­a,Sociologi­a,372,9,239,8,https://scholar.google.com/citations?user=eXY70ccAAAAJ&hl=es
568,Luis Parrilla Roure,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,371,10,196,7,https://scholar.google.com/citations?user=I1s5Z_EAAAAJ&hl=es
569,Miguel Angel Carvajal Rodriguez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Electronica y Tecnologi­a de Computadores,368,12,327,10,https://scholar.google.com/citations?user=HtbFqg8AAAAJ&hl=es
570,Manuel Espinar Moreno,Ciencias Humanas y Artes,Filosofi­a y Letras,Historia Medieval y Ciencias y Ti©cnicas Historiograficas,366,8,118,5,https://scholar.google.com/citations?user=59ex_ycAAAAJ&hl=es
571,Rosa Mari­a Rodri­guez Sanchez,Ingenieri­a y Tecnologi­a,Ingenieri­as Informatica y de Telecomunicacion,Ciencias de la Computacion e Inteligencia Artificial,360,9,179,8,https://scholar.google.com/citations?user=-aCG7QkAAAAJ&hl=es
572,Clemente Rodriguez Sabiote,Ciencias Sociales y Juri­dicas,Ciencias de la Educacion,Mi©todos de Investigacion y Diagnostico en Educacion,360,9,257,7,https://scholar.google.com/citations?user=LrkjiJ8AAAAJ&hl=es
573,Pilar Leon Arauz,Ciencias Humanas y Artes,Traduccion e Interpretacion,Traduccion e Interpretacion,360,10,275,9,https://scholar.google.com/citations?user=UdyNFrQAAAAJ&hl=es
